layer,model,rank_type,language,pearson
2,mbert,top5,luo,0.8364312681043071
2,mbert,top5,twi,0.8320764882488544
2,mbert,top5,nya,0.8256058745361883
2,mbert,top5,lug,0.8219674674162923
2,mbert,top5,kin,0.8156012845767738
2,mbert,worst5,bbj,0.6519699662292373
2,mbert,worst5,yor,0.6886497132972265
2,mbert,worst5,pcm,0.7231887758975728
2,mbert,worst5,fon,0.7265839047765262
2,mbert,worst5,ewe,0.7348975806518349
3,mbert,top5,twi,0.8970844572165498
3,mbert,top5,luo,0.8965158854483443
3,mbert,top5,nya,0.8926513910278836
3,mbert,top5,sna,0.8898496488275952
3,mbert,top5,kin,0.8896935356412597
3,mbert,worst5,bbj,0.7851618397710771
3,mbert,worst5,yor,0.8158580627933378
3,mbert,worst5,pcm,0.8210824418517025
3,mbert,worst5,ewe,0.8277001480625632
3,mbert,worst5,fon,0.8389522003256813
10,mbert,top5,nya,0.9589546390179879
10,mbert,top5,kin,0.9585533512983714
10,mbert,top5,twi,0.9571426885917729
10,mbert,top5,lug,0.9559372247994273
10,mbert,top5,sna,0.9551855713854974
10,mbert,worst5,bbj,0.9146751363772145
10,mbert,worst5,ewe,0.9246279524135721
10,mbert,worst5,pcm,0.9250453190648928
10,mbert,worst5,fon,0.9275103331090875
10,mbert,worst5,yor,0.9285175780368339
12,mbert,top5,nya,0.8251008084987356
12,mbert,top5,lug,0.823406074115032
12,mbert,top5,kin,0.8142848194180577
12,mbert,top5,twi,0.8011795333709582
12,mbert,top5,sna,0.7996876592603104
12,mbert,worst5,bbj,0.649250359317145
12,mbert,worst5,yor,0.6618809524548303
12,mbert,worst5,pcm,0.6816982306786218
12,mbert,worst5,ewe,0.6884165541607765
12,mbert,worst5,fon,0.6900582990296531
