,PER,LOC,ORG,DATE,Mean
lug,0.99644655,0.9996974,0.9993484,0.9994664,0.9987397
kin,0.99629563,0.9994724,0.9991382,0.99928457,0.9985477
nya,0.99617964,0.9993968,0.9990598,0.99919087,0.9984567
luo,0.9958624,0.9993969,0.9990007,0.99919564,0.9983639
sna,0.9955895,0.99940187,0.9990641,0.9992294,0.9983212
tsn,0.99609727,0.9989161,0.9989532,0.99918526,0.998288
wol,0.99599373,0.9991971,0.9984228,0.9990631,0.9981692
zul,0.9959223,0.99899876,0.99831444,0.99876195,0.99799937
twi,0.99608475,0.9985793,0.9982175,0.99854666,0.99785703
bam,0.9960915,0.9986154,0.9978017,0.9988469,0.99783885
ibo,0.9954879,0.99871933,0.9981001,0.9989159,0.99780583
ewe,0.99553764,0.99854904,0.9982273,0.99848545,0.99769986
pcm,0.99594194,0.99849963,0.99843395,0.9977613,0.9976592
xho,0.99554247,0.99903744,0.99811566,0.99786466,0.9976401
mos,0.9956349,0.9985438,0.9977818,0.998189,0.9975374
swa,0.99632895,0.9977143,0.9982598,0.99776757,0.9975176
yor,0.995455,0.99767417,0.99761367,0.998219,0.9972405
hau,0.9956635,0.99825436,0.9980709,0.9964442,0.9971083
bbj,0.9951793,0.9971511,0.99678594,0.99723923,0.9965888
fon,0.9950727,0.9970302,0.9970577,0.9965323,0.99642324
