,ORG,PER,LOC,DATE
bam,0.9995283484458923,0.9987149238586426,0.9987828135490417,0.9991236925125122
bbj,0.9989047050476074,0.9982168078422546,0.9952969551086426,0.9969366788864136
ewe,0.9992442727088928,0.998560905456543,0.9994930028915405,0.9757381081581116
fon,0.9996352791786194,0.9982849359512329,0.9980236291885376,0.998851478099823
hau,0.9995899200439453,0.9983794093132019,0.99610835313797,0.9996541738510132
ibo,0.9996750354766846,0.999045193195343,0.9981818795204163,0.9997481107711792
kin,0.9998080134391785,0.9983599185943604,0.9991559982299805,0.9993480443954468
lug,0.9993127584457397,0.9979310631752014,0.9976604580879211,0.9990832805633545
luo,0.9992679953575134,0.9944955706596375,0.9992791414260864,0.9996658563613892
mos,0.9995353817939758,0.9976146221160889,0.9981891512870789,0.9975924491882324
nya,0.9996287822723389,0.9990677833557129,0.9987752437591553,0.9992639422416687
pcm,0.9989750981330872,0.9990190267562866,0.999056339263916,0.9946574568748474
sna,0.9992344379425049,0.9985887408256531,0.9944683909416199,0.9995346069335938
swa,0.9993602633476257,0.9978156685829163,0.9997273683547974,0.998617947101593
tsn,0.998786985874176,0.9985718727111816,0.999497652053833,0.9993708729743958
twi,0.9996963143348694,0.99862140417099,0.9979332089424133,0.9978376030921936
wol,0.998782217502594,0.9990957975387573,0.9981212615966797,0.9994293451309204
xho,0.9994716644287109,0.9991465210914612,0.9935687780380249,0.9995748400688171
yor,0.9995051622390747,0.9976025223731995,0.9966655373573303,0.9987303018569946
zul,0.9997106194496155,0.999204695224762,0.9977155923843384,0.9995614290237427
