,ORG,PER,LOC,DATE
bam,0.952152669429779,0.9280741214752197,0.9727914333343506,
bbj,0.9700061678886414,0.9630306959152222,0.9410701990127563,
ewe,0.9760858416557312,0.9494799375534058,0.9497435688972473,
fon,0.9797343015670776,0.9447914361953735,0.955890953540802,
hau,0.9700902700424194,0.9553736448287964,0.9544545412063599,
ibo,0.9742204546928406,,0.9687645435333252,
kin,0.9753426313400269,0.9622215032577515,0.9671550989151001,
lug,0.9782869815826416,0.9358574151992798,,
luo,0.9689846634864807,0.9617334008216858,,
mos,0.9738965034484863,0.9364100098609924,0.9585230350494385,
nya,0.9661234617233276,0.9506610631942749,0.9525124430656433,
pcm,0.9448633790016174,0.9529462456703186,0.9770641326904297,
sna,0.9588540196418762,0.9561184048652649,0.9695296287536621,
swa,0.9627416133880615,0.9512605667114258,0.9738752245903015,
tsn,0.9704208374023438,,0.9540759325027466,
twi,0.982852041721344,0.9609708189964294,0.9650459289550781,
wol,0.9585919380187988,0.9640477895736694,0.9564428925514221,
xho,0.9699035882949829,0.9473330974578857,0.9518066644668579,
yor,0.9701522588729858,,0.9073531627655029,
zul,0.9756654500961304,0.9601442217826843,0.9498881697654724,
