,ORG,LOC,PER,DATE,Mean
luo,0.999077990245542,0.9989563612577343,0.9916079004620659,0.998896805776426,0.997134764435442
sna,0.9992366936040443,0.9987195712264573,0.9913165474996127,0.9992300632382393,0.9971257188920885
kin,0.9989415299043133,0.9992471436386495,0.9904743907567808,0.9992283247849011,0.9969728472711612
nya,0.9992572322648463,0.9988121943222507,0.9906463220738939,0.9990404993743995,0.9969390620088476
zul,0.9986271991925418,0.99813457479081,0.9919061961196844,0.9981762733125753,0.9967110608539029
tsn,0.9989995361699281,0.9972297272654704,0.9913271264662907,0.9991523927418151,0.9966771956608761
lug,0.9970984310618659,0.9992170513376785,0.9911689919303024,0.9991498374766395,0.9966585779516216
twi,0.9989115603460588,0.9982161077834696,0.9914833245542943,0.9979389117283654,0.996637476103047
ewe,0.9983823814481407,0.9977248574060086,0.9920989366848315,0.9978073225790156,0.9965033745294991
ibo,0.9984704004656112,0.9982932575371152,0.9904145633025317,0.9986588933784626,0.9964592786709302
wol,0.9976941098111789,0.9978256857438774,0.9905045623628544,0.9986381866055294,0.9961656361308601
xho,0.9979336306576564,0.99781182789966,0.9925735760842259,0.996313210205552,0.9961580612117735
swa,0.9978700296130181,0.9972061931095678,0.9925117786790709,0.9967781023576905,0.9960915259398369
mos,0.9982397928799815,0.996571030630353,0.9915047249194822,0.9977712301675998,0.9960216946493541
pcm,0.9974572090986185,0.9980889986855697,0.99208386037564,0.9959621088094953,0.9958980442423309
bam,0.997148422006689,0.9970989664694816,0.9906944697273758,0.9984442418113639,0.9958465250037276
yor,0.9982248930598938,0.9957386583298267,0.9895706624328814,0.9973732736458797,0.9952268718671204
hau,0.9974681566486044,0.9965189046557613,0.991879902073256,0.9939666428775825,0.9949584015638011
fon,0.997460445878424,0.9959656427620197,0.9910965079672367,0.9941394823781169,0.9946655197464493
bbj,0.9962716681967564,0.9946335385854329,0.9912630374435046,0.9953213067470837,0.9943723877431945
