,PER,LOC,ORG,DATE,Mean
sna,0.6608249889677582,0.7642249931062027,0.8755219998308897,0.9230629826951099,0.8059087411499901
lug,0.6402343481785604,0.8985421921569119,0.8563992635885782,0.8119916306367652,0.801791858640204
kin,0.6073991597833557,0.8808996904707822,0.856783231219436,0.8551168858781264,0.8000497418379251
ibo,0.6659253630710815,0.7988662276621928,0.8167758954655467,0.9057498888444072,0.796829343760807
twi,0.6415211135546809,0.8221271672295182,0.8966201408561341,0.811068707299422,0.7928342822349388
nya,0.6381329510791672,0.8068457251179426,0.8858335568554052,0.8291326462639781,0.7899862198291232
luo,0.6188820038111309,0.8550019543148497,0.8650178073594059,0.8150981939489673,0.7884999898585885
zul,0.6718300041251085,0.7529396460497879,0.8445147208618436,0.8376877705481239,0.776743035396216
xho,0.66670747743215,0.6752847549111232,0.8260836072670877,0.9077852043981323,0.7689652610021233
swa,0.6028675108573354,0.8345927118499723,0.8339376576362398,0.7537689980761066,0.7562917196049136
tsn,0.6129400955651074,0.6811344810007341,0.8337143609098867,0.862504041461976,0.747573244734426
hau,0.6533352610696189,0.6603908046398315,0.8238340443616652,0.818792519859642,0.7390881574826893
wol,0.6400394236890482,0.6674666065621663,0.8201277355721379,0.7836358078213707,0.7278173934111808
mos,0.641551754462142,0.7186341573586077,0.8229864873691999,0.7213090789543846,0.7261203695360835
bam,0.641045093957667,0.7217372642868007,0.7422990807644636,0.7707830474092644,0.7189661216045489
ewe,0.6272825181279991,0.7677011515249559,0.8254433647544331,0.6379472358288527,0.7145935675590602
fon,0.5927986506699456,0.6274166007835253,0.775227121758354,0.7072400761008092,0.6756706123281585
pcm,0.594058771361802,0.7634072377645796,0.7966623235844686,0.5292895081317971,0.6708544602106618
yor,0.5686158150393393,0.5208908259802529,0.8136126196545577,0.7128285876514279,0.6539869620813944
bbj,0.6541707543868805,0.44892796717423045,0.6546570551842141,0.639013624633119,0.599192350344611
