layer,model,rank_type,language,pearson
2,mbert,top5,lug,0.8221173777180393
2,mbert,top5,kin,0.804519858810973
2,mbert,top5,ibo,0.8011040432541705
2,mbert,top5,sna,0.7999340894236987
2,mbert,top5,luo,0.796770800781733
2,mbert,worst5,bbj,0.6048007258693509
2,mbert,worst5,yor,0.6498489832119677
2,mbert,worst5,pcm,0.6782501434641992
2,mbert,worst5,fon,0.6822632727445685
2,mbert,worst5,mos,0.7024121450935211
3,mbert,top5,lug,0.8868144346656344
3,mbert,top5,kin,0.882213868295898
3,mbert,top5,sna,0.875890653667359
3,mbert,top5,ibo,0.8753004606039356
3,mbert,top5,twi,0.8707320896098751
3,mbert,worst5,bbj,0.7458179720018401
3,mbert,worst5,yor,0.7800127256356835
3,mbert,worst5,pcm,0.7949429941739297
3,mbert,worst5,fon,0.8006399704635512
3,mbert,worst5,ewe,0.817870788862177
10,mbert,top5,kin,0.9513185508423219
10,mbert,top5,lug,0.9483236174816104
10,mbert,top5,nya,0.9451495791221093
10,mbert,top5,luo,0.9448786284663322
10,mbert,top5,sna,0.9435890811329914
10,mbert,worst5,bbj,0.8980142710722261
10,mbert,worst5,yor,0.9081581887595145
10,mbert,worst5,fon,0.9086864491394094
10,mbert,worst5,ewe,0.9198054732635864
10,mbert,worst5,pcm,0.9232231191115517
12,mbert,top5,lug,0.8553512594371209
12,mbert,top5,kin,0.8462278229316582
12,mbert,top5,nya,0.8316821663413457
12,mbert,top5,sna,0.8238764867900825
12,mbert,top5,luo,0.8133788863541676
12,mbert,worst5,bbj,0.636867977789417
12,mbert,worst5,yor,0.6422565097154844
12,mbert,worst5,fon,0.6674066013057134
12,mbert,worst5,pcm,0.7162224287361855
12,mbert,worst5,mos,0.7180920365474567
