,DATE,LOC,PER,ORG,Mean
lug,0.9350074963865309,0.9390933793128237,0.6620627875209971,0.8852413745281316,0.8553512594371209
kin,0.9128827432772273,0.9059727910982115,0.6665771390489026,0.8994786183022915,0.8462278229316582
nya,0.8849690004401848,0.8696971695649502,0.6726090403174926,0.8994534550427553,0.8316821663413457
sna,0.9269473199585562,0.8402316122249347,0.6679685362049418,0.8603584787718973,0.8238764867900825
luo,0.8654925269835733,0.8848159502872601,0.6473124176285856,0.8558946505172507,0.8133788863541676
xho,0.945179074306818,0.8053045692941653,0.6623680458689924,0.8148658695049571,0.8069293897437332
zul,0.8728721612892709,0.8098947531911617,0.6698311908794264,0.8323660798877721,0.7962410463119078
tsn,0.8867211788127479,0.7790678918976086,0.6439918724791288,0.8622568970010797,0.7930094600476412
twi,0.8248361906403842,0.8382770619485008,0.6369406256327466,0.8617186057602881,0.7904431209954799
swa,0.806115366613621,0.8214637578481393,0.65576003974062,0.8511914320835096,0.7836326490714725
ibo,0.8742206554888278,0.8356838820941984,0.6259452095756641,0.7718676131668719,0.7769293400813905
hau,0.867105617397337,0.7616861089653055,0.6399835486757204,0.8310244206359718,0.7749499239185837
wol,0.8186484140855184,0.7682578661948528,0.6566136405279847,0.8276043097715332,0.7677810576449723
bam,0.8373792055504118,0.81267960791984,0.6241202184817418,0.7731926405005197,0.7618429181131282
ewe,0.7574798448049862,0.7588156927003954,0.5670705785321162,0.7993442398760023,0.720677588978375
mos,0.7143359261278583,0.7384728411364283,0.6151678452985547,0.8043915336269855,0.7180920365474567
pcm,0.6759648344906337,0.7680873526721563,0.6484738437553378,0.772363684026614,0.7162224287361855
fon,0.6609912517953357,0.6848319042937575,0.5806186790994348,0.7431845700343257,0.6674066013057134
yor,0.7041895400899072,0.6026008580130525,0.5438003311494896,0.7184353096094881,0.6422565097154844
bbj,0.6789280631676747,0.6049621180558435,0.5941737158428474,0.6694080140913021,0.636867977789417
