,PER,LOC,ORG,DATE,SWD_mean
bam,0.019702322479133727,0.014778734598621668,0.015144909186346922,0.011506681073115033,0.015283161834304337
bbj,0.01958209369695396,0.020208979936796823,0.012225075191054202,0.01392030154056556,0.016484112591342637
ewe,0.018895114213592024,0.014828652423602762,0.010435688182951708,0.01941512535813672,0.015893645044570803
fon,0.018796896095409465,0.01578283411981829,0.01120807584720751,0.014470067356342042,0.015064468354694327
hau,0.020374721472762758,0.015604961537974305,0.010396339009275835,0.008286798278277274,0.013665705074572543
ibo,0.02100962343683932,0.014906976703059627,0.008989721079160518,0.008513457211847708,0.013354944607726793
kin,0.02031500431803579,0.011863739920045191,0.008822188740850834,0.008725984296688694,0.012431729318905127
lug,0.02093269507804507,0.009822676122894336,0.011879327720635047,0.010998322273735539,0.013408255298827498
luo,0.022289655527856667,0.01161718180628668,0.010513488122342096,0.010046054686426942,0.013616595035728096
mos,0.020925541599353892,0.01262574448446685,0.01091874089979683,0.016243456233496545,0.01517837080427853
nya,0.02065816142157928,0.012159780249930918,0.009634499569983745,0.009798894740470132,0.013062833995491019
pcm,0.01917431045876583,0.012567331368700252,0.011764009347643878,0.016812523489534215,0.015079543666161044
sna,0.019182524102689058,0.01465471926076134,0.009356766510791203,0.007671877733628207,0.012716471901967452
swa,0.02089488767887815,0.010459313859428221,0.012526385634373582,0.012055852575031167,0.01398410993692778
tsn,0.020081327373191016,0.014516380156237574,0.011374514759154408,0.008887549500286696,0.013714942947217423
twi,0.020004231973871356,0.011316426985104044,0.007972697025252273,0.01202598980125913,0.0128298364463717
wol,0.020648482646720367,0.015004709685854323,0.011309517159133975,0.010686595861443493,0.01441232633828804
xho,0.01955035107312142,0.01852173715542449,0.011916212711184926,0.008195957849238766,0.0145460646972424
yor,0.02159230987490446,0.018336082346650073,0.011694228895976266,0.015150597095271223,0.016693304553200505
zul,0.023094512149327784,0.014416617860661063,0.010688294240935647,0.00859034001314285,0.014197441066016836
