,LOC,DATE,ORG,PER,Mean
zul,0.99967605,0.9985021,0.99961925,0.98073614,0.99463344
xho,0.99898803,0.9988844,0.9980625,0.97770315,0.9934095
nya,0.9969385,0.9936628,0.9999376,0.97821945,0.9921896
yor,0.9977779,0.994798,0.99960417,0.97632116,0.99212533
tsn,0.99963164,0.99457747,0.9997396,0.9741171,0.99201643
swa,0.9980861,0.9961645,0.9998647,0.97264755,0.99169075
sna,0.9972122,0.99566305,0.99992394,0.97315174,0.99148774
pcm,0.99757653,0.99478567,0.9998661,0.9735763,0.9914512
twi,0.997345,0.9928046,0.99983096,0.9738465,0.9909567
fon,0.9967552,0.9915965,0.99972844,0.9735483,0.9904071
lug,0.9974408,0.9945623,0.99986875,0.9696975,0.9903923
wol,0.99878633,0.99185693,0.9997973,0.970811,0.99031293
kin,0.9976983,0.9926608,0.99994546,0.97027916,0.9901459
ewe,0.9969998,0.9943443,0.9998728,0.9687261,0.98998576
hau,0.9973101,0.99472296,0.9998977,0.96795416,0.9899712
bam,0.9964423,0.99370414,0.99932843,0.9703502,0.98995626
mos,0.9967468,0.9927124,0.9998206,0.97006905,0.98983717
luo,0.9969198,0.9915036,0.99989575,0.97094166,0.98981524
ibo,0.9970808,0.9914551,0.999864,0.9694705,0.9894676
bbj,0.99668205,0.99287903,0.9997105,0.96827215,0.98938596
