,ORG,PER,LOC,DATE
bam,0.9999975562095642,0.9999950528144836,0.9999947547912598,0.9999982118606567
bbj,0.9999958276748657,0.9999990463256836,0.9999979734420776,0.9999948143959045
ewe,0.9999985098838806,0.9999948740005493,0.9999967217445374,0.9999942183494568
fon,0.9999983906745911,0.9999945163726807,0.999997079372406,0.9999975562095642
hau,0.9999982714653015,0.9999889135360718,0.999983012676239,0.9999909400939941
ibo,0.999998152256012,0.9999962449073792,0.9999962449073792,0.9999940395355225
kin,0.9999988675117493,0.9999949932098389,0.9999980926513672,0.9999962449073792
lug,0.999991774559021,0.9999984502792358,0.9999990463256836,0.9999964833259583
luo,0.9999989867210388,0.9999954104423523,0.9999960064888,0.9999906420707703
mos,0.9999992251396179,0.9999982714653015,0.9999863505363464,0.9999951124191284
nya,0.9999974966049194,0.9999969005584717,0.9999828934669495,0.9999902844429016
pcm,0.9999952912330627,0.9999748468399048,0.9999979138374329,0.9999939799308777
sna,0.9999974370002747,0.9999966025352478,0.9999971985816956,0.9999948143959045
swa,0.999997079372406,0.9999949336051941,0.9999977946281433,0.9999951720237732
tsn,0.9999974370002747,0.9999987483024597,0.9999836683273315,0.9999914765357971
twi,0.9999989867210388,0.9999973773956299,0.9999991655349731,0.9999936819076538
wol,0.9999960064888,0.9999974966049194,0.999988317489624,0.9999973773956299
xho,0.9999956488609314,0.9999942779541016,0.999993085861206,0.9999980926513672
yor,0.9999986290931702,0.9999887347221375,0.9999953508377075,0.9999968409538269
zul,0.9999976754188538,0.9999887943267822,0.9999879598617554,0.9999930262565613
