,DATE,PER,LOC,ORG,Mean
lug,0.9834106595712503,0.9678831663460165,0.993519805302762,0.9935564301252205,0.9845925153363123
nya,0.9804945381838505,0.9710442335999052,0.9901545399717925,0.9914553611809687,0.9832871682341293
kin,0.9837420735097132,0.9642094202704304,0.9924704993454793,0.9902252880774122,0.9826618203007588
sna,0.9826692571244153,0.9665253037218616,0.9884938560479934,0.9891982668757219,0.9817216709424981
xho,0.9891237255801154,0.9566656296934454,0.9885309132609985,0.9873927877133475,0.9804282640619768
tsn,0.9850241268976464,0.9660566629459193,0.9820778590527922,0.9861267488879131,0.9798213494460678
luo,0.980982578994782,0.9629885614900612,0.9886993737410814,0.9851104071678574,0.9794452303484456
zul,0.9788967564461142,0.9664716634199437,0.984631054738137,0.9868511396204966,0.9792126535561728
hau,0.9826696227682615,0.968597647889832,0.979853516282077,0.983241901883746,0.9785906722059792
ibo,0.9815052781826794,0.966043467036362,0.9857293762272563,0.976993857184819,0.9775679946577792
wol,0.975587193289244,0.9708030557003664,0.981844197632439,0.9814156858381227,0.977412533115043
twi,0.9705214610510237,0.9622822759660729,0.9766184939045098,0.9861267903840519,0.9738872553264146
bam,0.9791692314265408,0.9681022631759786,0.9689274109212876,0.9736934380459978,0.9724730858924513
ewe,0.9761459124808484,0.9597701632863405,0.9708731014024484,0.9789126437740482,0.9714254552359213
mos,0.9652393402819405,0.9653301932322526,0.9725510276710907,0.9792222786694337,0.9705857099636793
yor,0.9605614677915983,0.9641250497715298,0.9620277498819462,0.9721074440193846,0.9647054278661148
swa,0.9632147233823517,0.9529763217881443,0.9649460365502672,0.9702512794112855,0.9628470902830122
bbj,0.9637418233113043,0.9595117185041737,0.9578971327130223,0.9617296429448261,0.9607200793683317
fon,0.946171462795254,0.9551902430184479,0.9666424410891581,0.9666423179072915,0.9586616162025378
pcm,0.947931592749961,0.9467925084683995,0.9640783743290537,0.9658234072753932,0.9561564707057019
