,PER,LOC,ORG,DATE,SWD_mean
bam,,,0.003339079586680782,,0.003339079586680782
bbj,,,0.0021541560020068573,,0.0021541560020068573
ewe,0.004890661400168028,,0.002251789007004845,,0.0035712252035864367
fon,0.004633124875454087,,,,0.004633124875454087
hau,0.004535571178621467,,0.004938821705309238,,0.004737196441965352
ibo,,0.002557325116413267,0.0022769057402456383,,0.0024171154283294527
kin,,,0.002919150427032946,,0.002919150427032946
lug,0.00498424268312192,,0.0025155233499845053,,0.0037498830165532127
luo,0.004606719012599569,,0.0030036670934805443,,0.003805193053040057
mos,0.00478815694577861,,0.0021574243013446903,,0.00347279062356165
nya,,,0.0024087944469783906,,0.0024087944469783906
pcm,0.004553957188363711,0.0023633743271602725,,,0.0034586657577619917
sna,0.005121458485518815,0.0021516819148246213,,,0.003636570200171718
swa,0.0044600407063626335,,,,0.0044600407063626335
tsn,,0.0031810834537964183,0.002763549861356296,,0.002972316657576357
twi,0.004295414748639814,,,,0.004295414748639814
wol,,,0.0024527886500891327,,0.0024527886500891327
xho,0.0046188897272259055,0.002551241106175439,,,0.0035850654167006724
yor,,0.003063105492401519,0.0026144405426293815,,0.00283877301751545
zul,,0.0027059811304752657,,,0.0027059811304752657
