,ORG,PER,LOC,DATE
bam,0.9571406245231628,0.986992597579956,0.9825465679168701,
bbj,0.979620099067688,0.9899271726608276,0.9446028470993042,
ewe,0.9865548014640808,0.9863269925117493,0.979407548904419,
fon,0.9825996160507202,0.9849376678466797,0.9720244407653809,
hau,0.9766236543655396,0.9854788184165955,0.974524736404419,
ibo,0.9848952293395996,0.9881712794303894,0.9596185088157654,
kin,0.98695307970047,0.9866580963134766,0.9783757925033569,
lug,0.9772130250930786,0.976311445236206,0.98345947265625,
luo,0.9659250378608704,0.9858560562133789,0.9846001267433167,
mos,0.9828590750694275,0.9846113324165344,0.9688118100166321,
nya,0.9788572192192078,0.9922293424606323,0.9694707989692688,
pcm,0.9746529459953308,0.9914648532867432,0.981093168258667,
sna,0.9716206789016724,0.9868826866149902,0.9668554663658142,
swa,0.9575036764144897,0.9861152768135071,0.985055685043335,
tsn,0.9821569919586182,0.9857072234153748,0.9716209173202515,
twi,0.9886669516563416,0.9911718964576721,0.9849947094917297,
wol,0.9773516654968262,0.9886228442192078,0.9673888087272644,
xho,0.9734552502632141,0.976621687412262,0.9617311358451843,
yor,0.9763634204864502,,0.9421200752258301,
zul,0.9825187921524048,0.9861681461334229,0.9722859859466553,
