Language,Cosine_Similarity
lug,0.96215177
xho,0.9572511
zul,0.95603275
kin,0.94984686
nya,0.9208892
sna,0.91709185
luo,0.90001845
tsn,0.89664084
hau,0.8781988
wol,0.8659886
ibo,0.85229075
ewe,0.839555
twi,0.8362117
bam,0.83535206
mos,0.8169782
swa,0.7735884
pcm,0.74393076
fon,0.7103686
yor,0.6872372
bbj,0.67793405
