,ORG,DATE,LOC,PER
bam,0.90291428565979,,0.9657993316650391,
bbj,0.9551374912261963,,0.9345842003822327,
ewe,0.9569786787033081,,,0.9783827662467957
fon,0.961345911026001,,0.9648652076721191,0.962274968624115
hau,0.9820616245269775,,,0.9905391931533813
ibo,0.9749717712402344,,0.9733800292015076,
kin,0.9762983322143555,,0.9180302619934082,
lug,0.9873019456863403,,,0.988860547542572
luo,0.968593955039978,,,0.9755759835243225
mos,0.9759493470191956,,,0.982107400894165
nya,0.9758445024490356,,0.9765799641609192,
pcm,,,0.9380289316177368,0.9741079807281494
sna,,,0.9789912700653076,0.9855602979660034
swa,,,0.9596458077430725,0.9692779183387756
tsn,0.9743891358375549,,0.9712486267089844,
twi,0.9819098711013794,,0.9687318205833435,0.985583484172821
wol,0.9678105115890503,,0.9675077795982361,
xho,,,0.9730518460273743,0.9723711609840393
yor,0.9596842527389526,,0.9403411149978638,
zul,,,0.9737927913665771,
