,DATE,ORG,LOC,PER
bam,0.9997894167900085,0.9997252821922302,0.99984210729599,0.9998505115509033
bbj,0.9996262192726135,0.999599814414978,0.9997001886367798,0.9997952580451965
ewe,0.9995095133781433,0.9996454119682312,0.9997962713241577,0.9998027086257935
fon,0.9996646642684937,0.999689519405365,0.9998171925544739,0.9997521638870239
hau,0.9997870326042175,0.9998483657836914,0.9998982548713684,0.9999196529388428
ibo,0.9999016523361206,0.9997285008430481,0.9998946785926819,0.9999098181724548
kin,0.9999070167541504,0.9998371601104736,0.999922513961792,0.9999516606330872
lug,0.9999197721481323,0.9998817443847656,0.9998289346694946,0.9999505281448364
luo,0.9998330473899841,0.9995862245559692,0.999849259853363,0.9998713135719299
mos,0.9997938871383667,0.9997286796569824,0.9998769164085388,0.9998849630355835
nya,0.9998252391815186,0.9998212456703186,0.9998900890350342,0.9999260902404785
pcm,0.9991952180862427,0.999382734298706,0.9996118545532227,0.9997910857200623
sna,0.9998996257781982,0.9998837113380432,0.9999215006828308,0.9999119639396667
swa,0.9997180700302124,0.9995123744010925,0.9998283386230469,0.999921441078186
tsn,0.9998689293861389,0.999643862247467,0.9998485445976257,0.9999119639396667
twi,0.9997473955154419,0.9997694492340088,0.9997879266738892,0.9998577237129211
wol,0.9998297095298767,0.999512791633606,0.9998718500137329,0.9998863935470581
xho,0.9998869895935059,0.9998783469200134,0.9999032616615295,0.9998527765274048
yor,0.9996616244316101,0.9997319579124451,0.9996241331100464,0.9997578263282776
zul,0.9998805522918701,0.9998965859413147,0.9998893141746521,0.9998822212219238
