,ORG,DATE,LOC,PER
bam,0.8685142397880554,,0.9485562443733215,
bbj,0.9327934384346008,,0.8960976004600525,
ewe,0.9297860860824585,,,0.9679186344146729
fon,0.9516843557357788,,0.9494744539260864,0.9357640147209167
hau,0.9743388891220093,,0.9631239771842957,0.9861387610435486
ibo,0.9553571343421936,,0.9570454359054565,
kin,0.9622471928596497,,0.9663701057434082,0.9900293350219727
lug,0.9772285223007202,,,0.9838857650756836
luo,0.9519469141960144,,,0.9604853391647339
mos,0.9636625647544861,,,0.9739356637001038
nya,0.9633134603500366,,0.9649245738983154,0.9833542704582214
pcm,0.9412487149238586,,0.9330140352249146,0.9614035487174988
sna,0.9791021943092346,,0.9739892482757568,0.9761841297149658
swa,0.9145574569702148,,0.948566734790802,0.946416437625885
tsn,0.9641270041465759,,0.9587332010269165,
twi,0.9714773893356323,,0.9586806893348694,0.9779995083808899
wol,0.9569666981697083,,0.9582893252372742,0.9664785861968994
xho,,,0.9619607925415039,0.9487318396568298
yor,0.9492402076721191,,0.9210651516914368,
zul,,,0.9697915315628052,0.9747750759124756
