,DATE,ORG,PER,LOC,Mean
nya,0.901138439642875,0.9212665881690968,0.7884127899262491,0.8962841253773893,0.8767754857789025
sna,0.9496422212737904,0.9099734792575781,0.7796657837176738,0.8643605476491862,0.875910507974557
zul,0.9188120761060307,0.9048551807131493,0.7832568461822463,0.8840111144223833,0.8727338043559524
kin,0.9217436549768386,0.9141131572631135,0.7379944205532325,0.9117459016417963,0.8713992836087452
luo,0.9027486027226812,0.9107170539826731,0.7472387944945472,0.9226308708871794,0.8708338305217703
ibo,0.9471039887546537,0.8799488806970978,0.7853706680639206,0.8666761284055777,0.8697749164803125
twi,0.8967114003964344,0.9335399532710231,0.7551585558249583,0.8908828535233769,0.8690731907539482
lug,0.9067416088384918,0.9051857265924974,0.7560861681356117,0.899583146251733,0.8668991624545834
xho,0.943935493670118,0.8920697782792685,0.7597806453993333,0.8429709535262955,0.8596892177187538
hau,0.8935828064087316,0.8898766542105643,0.7747055599573532,0.8440098572554666,0.850543719458029
wol,0.8713517291647213,0.9006143300697528,0.7628009525094653,0.8295744119372604,0.8410853559203
mos,0.8567380994144631,0.8844102909701246,0.7598357225333877,0.8610520248260349,0.8405090344360026
tsn,0.9248015984453051,0.8692474911497395,0.7455458928566423,0.8050719746455421,0.8361667392743073
swa,0.8472097406762604,0.8863053530421936,0.7199465224724898,0.876061629646024,0.8323808114592419
bam,0.8665616534776266,0.7984776828958705,0.7602247948805447,0.8684822515295691,0.8234365956959027
fon,0.8115437489135593,0.8766202445877282,0.7344003504168318,0.818823630565194,0.8103469936208283
yor,0.8379632449291767,0.8942891469824451,0.7203958906592729,0.7465758723180242,0.7998060387222297
ewe,0.7229348493183452,0.8971734760774878,0.7509747578028727,0.8279617320647797,0.7997612038158713
pcm,0.6993810576916272,0.8313024244002455,0.7311039271112995,0.8414564682694416,0.7758109693681534
bbj,0.759633963184928,0.8242909296038147,0.7551012268755466,0.6798456956204273,0.7547179538211791
