,PER,LOC,DATE,ORG,Mean
lug,0.6946833,0.68547815,0.53236765,0.65029365,0.6407057
luo,0.67826575,0.5718748,0.5389029,0.65575325,0.61119914
kin,0.6292765,0.5694836,0.5643708,0.6511847,0.6035789
twi,0.6459454,0.55619776,0.5194165,0.657892,0.59486294
ibo,0.6341298,0.5277313,0.5669591,0.644438,0.5933146
swa,0.63104385,0.58142996,0.5060618,0.65410286,0.5931596
nya,0.6452743,0.50319165,0.5166908,0.6552516,0.5801021
ewe,0.651319,0.5730914,0.42995653,0.6138775,0.5670611
tsn,0.6223035,0.4999186,0.53809917,0.59205574,0.56309426
pcm,0.6666602,0.557952,0.40091318,0.6233897,0.5622288
wol,0.6192068,0.46611175,0.54181993,0.6204529,0.5618979
sna,0.57031095,0.48485175,0.57743114,0.61471856,0.56182814
hau,0.6230935,0.46016648,0.5569826,0.591712,0.55798864
fon,0.61333764,0.49978387,0.49883932,0.6155148,0.5568689
bam,0.623197,0.5328621,0.50525105,0.5621738,0.555871
mos,0.64145124,0.48023763,0.4574809,0.61917055,0.5495851
xho,0.60820603,0.43128836,0.60697913,0.5458934,0.5480917
zul,0.56349814,0.49446976,0.5371227,0.596713,0.5479509
bbj,0.63515574,0.42605036,0.44847548,0.5294869,0.5097921
yor,0.49571344,0.3946695,0.49028635,0.521194,0.47546583
