,DATE,LOC,ORG,PER,Mean
lug,0.9147065776431987,0.9261347505694107,0.8875473275851614,0.6632003902344514,0.8478972615080556
kin,0.920500218600027,0.921226272103643,0.8849864307832923,0.6307414101063908,0.8393635828983383
nya,0.8959697014912673,0.8751040070212406,0.8795658341991848,0.6898412746829138,0.8351202043486515
sna,0.922677738677273,0.8300307516589484,0.8635229965712461,0.6567618929591743,0.8182483449666604
luo,0.8737240949626962,0.8852754223689343,0.8522430733217848,0.6456842992575451,0.8142317224777401
twi,0.8349606835827482,0.8441345131149386,0.8760818001659598,0.6575360096814862,0.8031782516362832
xho,0.932695944528314,0.7997319151721607,0.8054974779855616,0.6187055761806088,0.7891577284666613
zul,0.8705339079491359,0.7937393137505795,0.8271925710994902,0.6627858606904651,0.7885629133724177
ibo,0.8905134534331505,0.8286007773610543,0.7774678337550232,0.6397148180720715,0.784074220655325
hau,0.8710557298318576,0.7548155439855251,0.8342404626030604,0.6501423043312904,0.7775635101879335
swa,0.7925828712260901,0.823033946364428,0.8280414683794417,0.6568563472767465,0.7751286583116765
tsn,0.891318815853976,0.7352474633343166,0.8341759294102629,0.6298703316566798,0.7726531350638087
wol,0.8082552667417909,0.7774857163489651,0.8294082176107292,0.6509905509000586,0.766534937900386
bam,0.8428650573774694,0.8134929563262943,0.7572467608801019,0.6279871170112671,0.7603979728987832
mos,0.7417765312897697,0.7370749205148637,0.8328028925954032,0.5919659539952603,0.7259050745988241
ewe,0.7137903874924232,0.7662525550953688,0.8064989828534336,0.5972221232270833,0.7209410121670772
pcm,0.6575744416358644,0.765463360040785,0.7778790265513207,0.6431869077769568,0.7110259340012317
fon,0.6552162140737677,0.7072108337828181,0.7342846116396434,0.5799332728329041,0.6691612330822834
yor,0.7141393950921969,0.619869059513749,0.7377455788826952,0.533494409059706,0.6513121106370869
bbj,0.6787615327981328,0.609904361670012,0.6748901528593488,0.5942476188411261,0.6394509165421549
