,LOC,PER,DATE,ORG
bam,0.9431455731391907,0.9740071892738342,0.965620756149292,0.961858868598938
bbj,0.90871262550354,0.9714106321334839,0.9568032026290894,0.9734437465667725
ewe,0.9588375687599182,0.9663130044937134,0.9559855461120605,0.9795851111412048
fon,0.9241275191307068,0.9731091260910034,0.9582873582839966,0.9797552227973938
hau,0.9306997060775757,0.9681030511856079,0.9273912906646729,0.9688504338264465
ibo,0.935438871383667,0.9744948148727417,0.9864201545715332,0.9791873097419739
kin,0.9735046625137329,0.9708625674247742,0.979475736618042,0.9856951832771301
lug,0.9731831550598145,0.9757710099220276,0.9616496562957764,0.9695038199424744
luo,0.9671475887298584,0.9660479426383972,0.9804707169532776,0.9750890135765076
mos,0.9383344650268555,0.9775716662406921,0.9453022480010986,0.9795776009559631
nya,0.9325580596923828,0.9802259206771851,0.9674612879753113,0.9853413701057434
pcm,0.9632154107093811,0.9741034507751465,0.891964852809906,0.940436065196991
sna,0.9486095905303955,0.9780011773109436,0.9821755290031433,0.9773882031440735
swa,0.9636662602424622,0.9622702598571777,0.9059934616088867,0.9571040272712708
tsn,0.9577023386955261,0.9754549264907837,0.9768550395965576,0.9727765917778015
twi,0.970862090587616,0.9765586256980896,0.9729070067405701,0.9878408312797546
wol,0.9214078783988953,0.9761446714401245,0.9757143259048462,0.9698729515075684
xho,0.9429479837417603,0.965799868106842,0.9768568277359009,0.9715525507926941
yor,0.9192817211151123,0.9657011032104492,0.9663266539573669,0.9832345247268677
zul,0.9511169791221619,0.9701957106590271,0.9741368293762207,0.9854687452316284
