,LOC,PER,DATE,ORG
bam,0.9474471211433411,0.9808283448219299,0.9660304188728333,0.9665139317512512
bbj,0.9229032397270203,0.9846038222312927,0.9618863463401794,0.9805634021759033
ewe,0.9638039469718933,0.9810395240783691,0.9621320962905884,0.9841319918632507
fon,0.9311326146125793,0.9868274927139282,0.9593275785446167,0.9837531447410583
hau,0.9331800937652588,0.9859523773193359,0.9394361972808838,0.9741679430007935
ibo,0.9426671862602234,0.9850762486457825,0.987051248550415,0.982964038848877
kin,0.9758095145225525,0.9814757704734802,0.981163501739502,0.9880762696266174
lug,0.9761571884155273,0.9919630289077759,0.9637266993522644,0.9592607021331787
luo,0.9706769585609436,0.9827750325202942,0.9801885485649109,0.9791193604469299
mos,0.9455215334892273,0.9878909587860107,0.9529737234115601,0.9832421541213989
nya,0.9606430530548096,0.9905674457550049,0.9757306575775146,0.9877210855484009
pcm,0.9671638011932373,0.9885231256484985,0.9095937013626099,0.9469419121742249
sna,0.954670250415802,0.988000214099884,0.985120415687561,0.9854671359062195
swa,0.9702705144882202,0.9805014133453369,0.9188526272773743,0.9648286700248718
tsn,0.961965024471283,0.9879686236381531,0.9802725315093994,0.9777771234512329
twi,0.9732372164726257,0.987951934337616,0.9768823385238647,0.9905874729156494
wol,0.9371196031570435,0.985514760017395,0.9784942269325256,0.975648045539856
xho,0.9477663040161133,0.9820569753646851,0.9827262163162231,0.9755023717880249
yor,0.9292455315589905,0.9778459668159485,0.9711040258407593,0.9870439171791077
zul,0.9559429287910461,0.9834272861480713,0.9776857495307922,0.9886841177940369
