,LOC,PER,DATE,ORG
bam,,,,0.7550884485244751
bbj,,,,0.703384518623352
ewe,,0.5687975883483887,,0.7210284471511841
fon,,0.524169385433197,,
hau,,0.6308631896972656,,0.6789411306381226
ibo,0.8106319904327393,,,0.7238126397132874
kin,,,,0.7889118194580078
lug,,0.5740285515785217,,0.8658217191696167
luo,,0.6360923051834106,,0.7143246531486511
mos,,0.5319836735725403,,0.7639802098274231
nya,,,,0.7771530151367188
pcm,0.7249719500541687,0.561985433101654,,
sna,0.79930579662323,0.47006314992904663,,
swa,,0.6370849609375,,
tsn,0.8045539855957031,,,0.7520447969436646
twi,,0.6543439626693726,,
wol,,,,0.7566236853599548
xho,0.7105487585067749,0.6032204627990723,,
yor,0.5835960507392883,,,0.707796573638916
zul,0.6922930479049683,,,
