,LOC,PER,DATE,ORG
bam,0.9212127327919006,,,0.8783590793609619
bbj,0.7968139052391052,,,0.8958871960639954
ewe,,0.7638645172119141,,0.8766734004020691
fon,0.9001988768577576,0.74229496717453,,0.9238335490226746
hau,0.8856513500213623,0.7742961645126343,,0.9383869171142578
ibo,0.9173237085342407,,,0.9127066135406494
kin,0.8949364423751831,0.7630919814109802,,0.8806807994842529
lug,,0.7508095502853394,,0.9265729188919067
luo,,0.7767685055732727,,0.8565961718559265
mos,,0.7424824237823486,,0.9092676639556885
nya,0.9005470275878906,0.7975824475288391,,0.9031224250793457
pcm,0.8752899169921875,0.7536669969558716,,0.8267053961753845
sna,0.8890673518180847,0.7748734951019287,,0.9079248905181885
swa,0.8519482612609863,0.7664056420326233,,0.8399908542633057
tsn,0.8977704048156738,,,0.9015021920204163
twi,0.9146242737770081,0.7725391983985901,,0.942194402217865
wol,0.8772370219230652,0.791894793510437,,0.8881392478942871
xho,0.8451127409934998,0.7472598552703857,,
yor,0.7641899585723877,,,0.8924140334129333
zul,0.8610913753509521,0.7599040865898132,,
