,LOC,PER,DATE,ORG
bam,,,,0.9297551512718201
bbj,0.867465615272522,,,0.9382008910179138
ewe,,0.8667005896568298,,0.9432125091552734
fon,,0.8489880561828613,,
hau,,0.8739338517189026,,0.9666808843612671
ibo,0.9546814560890198,,,0.95584636926651
kin,,,,0.9446988105773926
lug,,0.8497151732444763,,0.9706884622573853
luo,,0.8738607168197632,,0.9438397884368896
mos,,0.8426071405410767,,0.9533089399337769
nya,,,,0.9549108743667603
pcm,0.9350383877754211,0.857437014579773,,
sna,0.9458085894584656,0.8713905215263367,,
swa,,0.87937331199646,,
tsn,0.9514455795288086,,,0.9448314905166626
twi,,0.8807520866394043,,
wol,,,,0.9405731558799744
xho,0.9225907325744629,0.861318826675415,,
yor,0.8796099424362183,,,0.9411981105804443
zul,0.9212297201156616,,,
