,LOC,PER,DATE,ORG
bam,0.9386091828346252,,,0.9079135060310364
bbj,0.8483269810676575,,,0.9288551807403564
ewe,,0.8150320053100586,,0.9207711219787598
fon,0.9237480163574219,0.7909976840019226,,0.9490295648574829
hau,0.8961970806121826,0.8208691477775574,,0.9557996392250061
ibo,0.9367755651473999,,,0.9396651387214661
kin,0.9241421818733215,0.7839263081550598,,0.9182983636856079
lug,,0.8085024356842041,,0.9528506398200989
luo,,0.8275899887084961,,0.9104766845703125
mos,,0.7923770546913147,,0.9407477378845215
nya,0.9283544421195984,,,0.9330374598503113
pcm,0.9148298501968384,0.8026557564735413,,
sna,0.9197467565536499,0.8192679286003113,,
swa,0.9055784940719604,0.825802743434906,,0.8563047647476196
tsn,0.9261122941970825,,,0.9343262910842896
twi,0.936623752117157,0.820955216884613,,0.9627422094345093
wol,0.9039222002029419,0.831888735294342,,0.9131251573562622
xho,0.8908729553222656,0.8005236983299255,,
yor,0.8294290900230408,,,0.9239670038223267
zul,0.8970553278923035,,,
