,LOC,PER,DATE,ORG
bam,0.9485923647880554,,,0.920447826385498
bbj,0.881764829158783,,,0.9389625191688538
ewe,,0.8465338945388794,,0.9349566698074341
fon,0.9382449388504028,0.8235612511634827,,0.9521623849868774
hau,,0.8485737442970276,,0.9628497958183289
ibo,0.9484939575195312,,,0.9546478390693665
kin,0.8207639455795288,,,0.9359569549560547
lug,,0.8352174758911133,,0.9640655517578125
luo,,0.8511101603507996,,0.9373388886451721
mos,,0.8202856779098511,,0.9527909159660339
nya,0.9444931149482727,,,0.9489266872406006
pcm,0.9290435314178467,0.8323600888252258,,
sna,0.9358177185058594,0.8506501913070679,,
swa,0.9167256951332092,0.8550297021865845,,
tsn,0.9437448382377625,,,0.9464547634124756
twi,0.9287174344062805,0.8547666668891907,,0.9697515964508057
wol,0.9138356447219849,,,0.9284579753875732
xho,0.9115996956825256,0.8357422351837158,,
yor,0.8670655488967896,,,0.9414991736412048
zul,0.9125244617462158,,,
