,LOC,PER,DATE,ORG
bam,0.922605037689209,0.7484323978424072,,0.9075780510902405
bbj,0.836871325969696,0.7900375127792358,,0.9126994609832764
ewe,0.8759851455688477,0.7950027585029602,,0.9004077315330505
fon,0.9126433730125427,0.7738943696022034,,0.9348517060279846
hau,0.9048567414283752,0.7944431304931641,,0.9489139914512634
ibo,0.9217013120651245,,,0.936408519744873
kin,0.9106792211532593,0.7883083820343018,,0.8992317914962769
lug,,0.7757803201675415,,0.9423124194145203
luo,,0.7903631925582886,,0.8766630291938782
mos,0.9197662472724915,0.7818983793258667,,0.9291383624076843
nya,0.9072955846786499,0.8122252821922302,,0.920630693435669
pcm,0.8859752416610718,0.7895638942718506,,0.8861167430877686
sna,0.9141308069229126,0.7935073971748352,,0.9326820969581604
swa,0.8702486753463745,0.7905402183532715,,0.8664575815200806
tsn,0.9001595377922058,,,0.9238139986991882
twi,0.9232819676399231,0.8035401701927185,,0.9517341256141663
wol,0.8991971611976624,0.8047919273376465,,0.9117563962936401
xho,0.8797867894172668,0.7814586758613586,,0.9058247804641724
yor,0.7958394289016724,,,0.9184325337409973
zul,0.8920702934265137,0.7848377823829651,,0.9354005455970764
