,ORG,LOC,PER,DATE,Mean
zul,0.99936634,0.99966186,0.9793059,0.99913377,0.994367
xho,0.998328,0.99924845,0.9773908,0.9994205,0.9935969
nya,0.99994034,0.99696386,0.98037595,0.99444467,0.9929312
yor,0.99973387,0.99749315,0.97620934,0.99561465,0.9922627
tsn,0.9995407,0.9995984,0.9739395,0.99578613,0.99221617
sna,0.99991286,0.99729806,0.97252196,0.9967503,0.99162084
swa,0.99982065,0.9982976,0.9709437,0.997017,0.9915197
pcm,0.99985826,0.9970883,0.97211987,0.99688274,0.99148726
twi,0.999834,0.9967477,0.97487754,0.99421585,0.9914187
lug,0.99983406,0.9976344,0.9697573,0.9955591,0.9906962
wol,0.9998062,0.99883103,0.9711008,0.99295783,0.99067396
kin,0.99994636,0.99768835,0.970805,0.99414086,0.9906451
ewe,0.9998671,0.99742854,0.9689519,0.9954762,0.99043095
fon,0.9996578,0.9965103,0.97257406,0.9928763,0.9904046
hau,0.99989724,0.997557,0.9682578,0.9957219,0.9903585
bbj,0.99969685,0.99755454,0.9693723,0.99403864,0.9901656
bam,0.99908555,0.9964798,0.97043234,0.9946335,0.9901578
ibo,0.9998719,0.9973447,0.9701606,0.9928948,0.990068
luo,0.9999043,0.9968367,0.9699529,0.9924675,0.9897903
mos,0.99985135,0.9961118,0.9687491,0.99377286,0.9896213
