,PER,ORG,DATE,LOC,Mean
sna,0.9978592395782471,0.9998233914375305,,0.9996877312660217,0.9996826258989481
zul,0.9982093572616577,,,0.9991757869720459,0.9991041995860912
nya,0.9988347887992859,0.9987781047821045,,0.9993216395378113,0.999041599723009
twi,0.9980630278587341,0.9986902475357056,,0.9991973638534546,0.9989099296239706
hau,0.9954559206962585,0.9989856481552124,,0.9989489912986755,0.9988322659180715
pcm,0.9973642826080322,,,0.9989438652992249,0.9988268591739513
tsn,,0.9977875351905823,,0.9995225667953491,0.9986550509929657
swa,0.9979197978973389,0.9974806904792786,,0.9994471073150635,0.998442971935639
kin,0.9958425164222717,0.997300386428833,,0.9992596507072449,0.9981862684855094
wol,0.9979013204574585,0.9976361393928528,,0.9987448453903198,0.9981793703941199
lug,0.9965177774429321,0.9976766109466553,,,0.997590771427861
yor,,0.9990276098251343,,0.9960816502571106,0.9975546300411224
luo,0.9961969256401062,0.9974240064620972,,,0.9973331115863941
bbj,,0.9958575963973999,,0.9986075162887573,0.9972325563430786
ibo,,0.9954457879066467,,0.998990535736084,0.9972181618213654
ewe,0.9978275895118713,0.9970059990882874,,,0.9970668576381825
bam,,0.9951303601264954,,0.9987699389457703,0.9969501495361328
mos,0.997217059135437,0.9968994855880737,,,0.996923009554545
xho,0.9985197186470032,,,0.9965234398841858,0.9966713123851352
fon,0.994056761264801,0.9953770637512207,,0.9956037402153015,0.995435261955628
