,DATE,LOC,PER,ORG,Mean
lug,0.56772405,0.63684314,0.41627586,0.609099,0.5574855
kin,0.56937313,0.6104555,0.41090643,0.57671535,0.5418626
nya,0.5479678,0.5664397,0.41408658,0.565044,0.5233845
xho,0.5913378,0.5739053,0.35438213,0.56052375,0.5200373
sna,0.5795436,0.57108974,0.3735017,0.55560815,0.5199358
luo,0.5350787,0.55545294,0.38639936,0.54844546,0.5063441
zul,0.5246648,0.5571558,0.39286423,0.54270244,0.50434685
tsn,0.5322691,0.51774085,0.37899297,0.5459627,0.49374142
wol,0.51127326,0.52677673,0.393741,0.52411664,0.4889769
hau,0.5423697,0.5250241,0.37760475,0.5025301,0.48688215
ibo,0.51148885,0.52595454,0.39799684,0.4932869,0.4821818
bam,0.5222051,0.5109216,0.37727335,0.48159248,0.47299814
swa,0.5033754,0.50453085,0.37490875,0.49770868,0.4701309
twi,0.4786947,0.49555093,0.38314635,0.50978863,0.46679518
mos,0.473204,0.48341408,0.3411408,0.50151974,0.44981962
ewe,0.4612213,0.46957403,0.36069953,0.48409557,0.4438976
pcm,0.42181933,0.46470436,0.3468147,0.47600266,0.42733526
fon,0.40529856,0.4579883,0.3566219,0.45774606,0.4194137
yor,0.43060344,0.43165335,0.3211258,0.41350123,0.39922094
bbj,0.4045678,0.40769702,0.344509,0.39401314,0.38769674
