,DATE,LOC,PER,ORG,Mean
hau,0.99264467,0.99948597,0.9997917,0.99973184,0.99791354
ewe,0.99150825,0.999446,0.9991672,0.9997074,0.9974572
zul,0.9967303,0.9958906,0.9972311,0.99769807,0.9968875
xho,0.9984281,0.9981074,0.9951111,0.99567395,0.99683017
tsn,0.9881619,0.99949443,0.9992194,0.999468,0.99658597
bam,0.9887512,0.9985927,0.9997349,0.99884576,0.9964811
sna,0.988657,0.99937916,0.9975426,0.9999116,0.9963726
swa,0.98696727,0.99866766,0.9997465,0.9996605,0.99626046
yor,0.9880755,0.99871147,0.99878085,0.99942744,0.99624884
pcm,0.9866288,0.9986029,0.9995254,0.99979794,0.9961387
lug,0.98495984,0.9992907,0.9999633,0.9999281,0.99603546
twi,0.98399633,0.999111,0.99953115,0.9997869,0.9956063
wol,0.9827968,0.9996106,0.9997589,0.99962556,0.995448
mos,0.983315,0.9986957,0.9997458,0.9996707,0.9953568
kin,0.9817805,0.99986523,0.9998142,0.9998228,0.99532074
luo,0.98256624,0.9987093,0.9993576,0.99984765,0.9951202
bbj,0.98280096,0.9986736,0.9996345,0.99936754,0.99511915
ibo,0.98160684,0.9994013,0.99962306,0.9997864,0.9951044
nya,0.9829281,0.999063,0.99654543,0.99990773,0.9946111
fon,0.9809669,0.99856645,0.996458,0.9986855,0.9936693
