,DATE,PER,LOC,ORG,Mean
lug,0.9992999,0.9998617,0.99978936,0.99963766,0.99964714
kin,0.9992621,0.99963033,0.9996383,0.9996047,0.9995339
nya,0.99915165,0.9995489,0.9994778,0.9995902,0.99944216
luo,0.9991705,0.999505,0.99953216,0.9994053,0.99940324
sna,0.9992609,0.9991993,0.9995198,0.9994857,0.99936646
tsn,0.99912643,0.9995247,0.9989555,0.99949056,0.9992743
wol,0.99894285,0.9993913,0.99934566,0.9991946,0.9992186
zul,0.9986389,0.9991926,0.9991066,0.9990928,0.99900776
xho,0.9983696,0.99909115,0.9989271,0.9987335,0.99878037
ibo,0.998627,0.9990312,0.9986676,0.99875945,0.99877137
bam,0.9986494,0.9990922,0.99870193,0.9984204,0.99871606
twi,0.9982514,0.9992069,0.9984842,0.9989076,0.9987125
ewe,0.9983229,0.99908394,0.998651,0.9987335,0.9986979
mos,0.99810624,0.99879766,0.998602,0.99880713,0.99857825
pcm,0.9974574,0.99933505,0.9986495,0.9988004,0.99856055
hau,0.9971092,0.9991337,0.99837995,0.998486,0.9982772
swa,0.9975868,0.99913424,0.99791205,0.99823576,0.9982172
yor,0.9977615,0.99842304,0.9980122,0.99835074,0.9981369
bbj,0.9967579,0.9986331,0.99733675,0.99718523,0.99747825
fon,0.9963876,0.99834555,0.99735814,0.99781156,0.9974757
