Language,Cosine_Similarity
lug,0.9999092
sna,0.9999009
xho,0.99988586
zul,0.9998572
nya,0.99983245
kin,0.9998258
ewe,0.99976045
twi,0.99971867
bam,0.99970996
bbj,0.99970436
ibo,0.9997035
yor,0.99966574
mos,0.9996097
fon,0.99956065
wol,0.9995407
luo,0.99947166
hau,0.99936765
tsn,0.99932337
swa,0.99928015
pcm,0.9989013
