,ORG,LOC,PER,DATE
bam,0.9997358322143555,0.9998878836631775,0.9998049736022949,0.9998670816421509
bbj,0.9996919631958008,0.9996978640556335,0.9998211860656738,0.9997565150260925
ewe,0.9998177289962769,0.9998780488967896,0.9997734427452087,0.9990725517272949
fon,0.9997381567955017,0.9998198747634888,0.9997617602348328,0.9997419118881226
hau,0.999930739402771,0.9998358488082886,0.9997784495353699,0.9999259114265442
ibo,0.9998061656951904,0.9997339248657227,0.999819278717041,0.9999428987503052
kin,0.999879002571106,0.9999493956565857,0.9997968673706055,0.9999212622642517
lug,0.9996646046638489,0.9998910427093506,0.999765157699585,0.9997293949127197
luo,0.9997661709785461,0.9999448657035828,0.9998065829277039,0.9998417496681213
mos,0.9998633861541748,0.9998471736907959,0.99967360496521,0.999664843082428
nya,0.9997482299804688,0.9998924732208252,0.9997979402542114,0.9997524619102478
pcm,0.9996140003204346,0.9998724460601807,0.9998210072517395,0.9993582963943481
sna,0.999858558177948,0.9996645450592041,0.9997982978820801,0.9998654127120972
swa,0.999584972858429,0.9999253153800964,0.9997503757476807,0.9996510148048401
tsn,0.9995862245559692,0.9999161958694458,0.9997792840003967,0.9998694658279419
twi,0.9998592138290405,0.9999218583106995,0.9998167753219604,0.9997948408126831
wol,0.999683678150177,0.9998244643211365,0.9998035430908203,0.9998425245285034
xho,0.9997988939285278,0.9994917511940002,0.9997422695159912,0.9999479055404663
yor,0.9998729228973389,0.99950110912323,0.9997429251670837,0.9998085498809814
zul,0.9998776912689209,0.9997588396072388,0.9997128248214722,0.999931812286377
