,LOC,DATE,ORG,PER
bam,,,0.9655187726020813,
bbj,0.9776186347007751,,0.9872467517852783,
ewe,,,0.986994206905365,0.9879575371742249
fon,,,,0.9799813628196716
hau,,,0.9872386455535889,0.9889300465583801
ibo,0.9880839586257935,,0.9895376563072205,
kin,,,0.9850757718086243,
lug,,,0.9956121444702148,0.9880452752113342
luo,,,0.9873116612434387,0.9806988835334778
mos,,,0.9871498942375183,0.9898485541343689
nya,,,0.9813711047172546,
pcm,0.9862353205680847,,,0.9896187782287598
sna,0.9848302006721497,,,0.981854259967804
swa,,,,0.9747682213783264
tsn,0.986730694770813,,0.9904664754867554,
twi,,,,0.9890785217285156
wol,,,0.9911084175109863,
xho,0.986009955406189,,,0.9803599119186401
yor,0.9845976233482361,,0.9872820377349854,
zul,0.9870340824127197,,,
