,LOC,ORG,PER,DATE,Mean
nya,0.999955895541481,0.9999634802506361,0.9997878798465403,0.999962753766645,0.9999175023513257
luo,0.9999517186864545,0.9999718407130118,0.9997708838200762,0.9999588776425935,0.999913330215534
tsn,0.9999555999455393,0.9999534915704905,0.9997852639762869,0.9999439072463954,0.999909565684678
kin,0.9999505734126461,0.999965223574442,0.9997658995205798,0.9999526999982834,0.9999085991264878
lug,0.9999845115730639,0.9999567708267446,0.9997722480195408,0.9999112648623534,0.9999061988204256
sna,0.9999518358175999,0.9999566682208262,0.9997653395488086,0.9999122609091263,0.9998965261240903
xho,0.999852335996639,0.9999526286657158,0.9997861453181713,0.9999651371588505,0.9998890617848442
mos,0.9998852088081672,0.9999659690044421,0.9997625220581877,0.9999390133841518,0.9998881783137372
zul,0.9998749071378974,0.9999493672269811,0.9997580622317151,0.9999533896381212,0.9998839315586787
wol,0.9999135095891887,0.9999544387679049,0.9997478609190493,0.999910494670914,0.9998815759867642
twi,0.9999652979414698,0.9999777492029894,0.999712329508432,0.999819106244113,0.9998686207242511
yor,0.9998112720885675,0.9999316122923319,0.9997450920536268,0.9998628383983881,0.9998377037082287
swa,0.9999735460943285,0.9998212788599207,0.9996230970310469,0.999929415570245,0.9998368343888853
ewe,0.9999505315424675,0.9999710442105306,0.9995584042167938,0.9998594859455521,0.999834866478836
bam,0.9996053557872552,0.9999087910373013,0.9997125502783177,0.9998880668577613,0.9997786909901589
ibo,0.999647536743256,0.9996183558345078,0.9997756912856215,0.9998454551592876,0.9997217597556682
bbj,0.9997978698680715,0.999926147521543,0.9997864610129852,0.9991046699319888,0.999653787083647
pcm,0.9983695842457777,0.999944718936049,0.9994538160392693,0.9999006340481132,0.9994171883173023
fon,0.9978171707049472,0.9998725944792562,0.9997791519041227,0.9998614873342961,0.9993326011056556
hau,0.9976712168379411,0.9997788991627998,0.9994849266844582,0.9868591452912194,0.9959485469941046
