,DATE,LOC,PER,ORG
bam,0.9999862313270569,0.9999837279319763,0.9999983310699463,0.9999807476997375
bbj,0.9999961256980896,0.999981701374054,0.9999976754188538,0.9999970197677612
ewe,0.9999830722808838,0.9999808073043823,0.9999973177909851,0.9999954104423523
fon,0.9999951720237732,0.9999716877937317,0.9999953508377075,0.9999942183494568
hau,0.9999920129776001,0.9999648928642273,0.99998939037323,0.999991238117218
ibo,0.9999971389770508,0.9999668002128601,0.9999940991401672,0.9999942779541016
kin,0.9999944567680359,0.9999983906745911,0.9999956488609314,0.9999946355819702
lug,0.9999982118606567,0.9999898076057434,0.9999969005584717,0.9999726414680481
luo,0.999992847442627,0.9999905228614807,0.9999959468841553,0.999987781047821
mos,0.9999937415122986,0.9999696612358093,0.9999975562095642,0.9999959468841553
nya,0.9999886155128479,0.9999669194221497,0.9999987483024597,0.9999954700469971
pcm,0.9999791979789734,0.9999707937240601,0.999996542930603,0.9999837279319763
sna,0.9999918341636658,0.9999836087226868,0.9999889731407166,0.9999915957450867
swa,0.9999796152114868,0.9999966621398926,0.9999957084655762,0.9999875426292419
tsn,0.9999963045120239,0.9999890923500061,0.9999960064888,0.9999927282333374
twi,0.9999957084655762,0.9999938011169434,0.9999980330467224,0.9999951720237732
wol,0.9999979138374329,0.9999719262123108,0.9999988675117493,0.999990701675415
xho,0.9999898672103882,0.9999775886535645,0.9999918937683105,0.9999940991401672
yor,0.9999904632568359,0.9999579191207886,0.9999949336051941,0.9999896287918091
zul,0.9999948740005493,0.9999876618385315,0.9999887943267822,0.9999962449073792
