,ORG,PER,DATE,LOC,Mean
twi,0.992583155632019,0.9930756688117981,0.9617064595222473,0.9906572103500366,0.9845056235790253
luo,0.987856388092041,0.9841340780258179,0.9726841449737549,0.98692786693573,0.9829006195068359
kin,0.9892600178718567,0.9863819479942322,0.961667537689209,0.9843336939811707,0.9804107993841171
sna,0.9846948981285095,0.9914337992668152,0.9788966774940491,0.9570742845535278,0.9780249148607254
tsn,0.9800102114677429,0.9874773025512695,0.972311794757843,0.970001220703125,0.9774501323699951
ibo,0.9845344424247742,0.991768479347229,0.9841352701187134,0.9410248398780823,0.9753657579421997
zul,0.9858734011650085,0.9741480350494385,0.9774810075759888,0.963854968547821,0.9753393530845642
swa,0.974333643913269,0.983579695224762,0.9394605159759521,0.9948733448982239,0.9730618000030518
lug,0.98452228307724,0.985980212688446,0.9243857860565186,0.9873402118682861,0.9705571234226227
hau,0.9822013974189758,0.9866002798080444,0.9805242419242859,0.9327569603919983,0.9705207198858261
xho,0.9807676076889038,0.9746835231781006,0.9788973927497864,0.9443823099136353,0.9696827083826065
wol,0.9842491745948792,0.9875051975250244,0.9558336734771729,0.9383252859115601,0.9664783328771591
bam,0.9584832191467285,0.9900155067443848,0.9597958326339722,0.9558254480361938,0.9660300016403198
nya,0.985887348651886,0.9937320351600647,0.9567690491676331,0.9276702404022217,0.9660146683454514
ewe,0.9864596128463745,0.9769014120101929,0.9165757894515991,0.9803767204284668,0.9650783836841583
fon,0.984744131565094,0.9705383777618408,0.9698007106781006,0.9219861626625061,0.9617673456668854
mos,0.9847187995910645,0.9820465445518494,0.9249367117881775,0.9395445585250854,0.9578116536140442
pcm,0.9676058888435364,0.9947218298912048,0.8775955438613892,0.9898818731307983,0.9574512839317322
bbj,0.979672908782959,0.9872681498527527,0.9332539439201355,0.9266295433044434,0.9567061364650726
yor,0.9864870309829712,0.9699872732162476,0.94797283411026,0.9199852347373962,0.9561080932617188
