,DATE,LOC,PER,ORG,Mean
twi,,,0.9874706864356995,,0.9874706864356995
swa,,,0.9870529174804688,,0.9870529174804688
ewe,,,0.9831041097640991,0.9854249358177185,0.9842645227909088
nya,,,,0.9827839732170105,0.9827839732170105
wol,,,,0.9811457991600037,0.9811457991600037
hau,,,0.9865915775299072,0.974949300289154,0.9807704389095306
mos,,,0.9745676517486572,0.986078679561615,0.9803231656551361
fon,,,0.980190634727478,,0.980190634727478
tsn,,0.9747772216796875,,0.9839559197425842,0.9793665707111359
pcm,,0.9787181615829468,0.9784883260726929,,0.9786032438278198
sna,,0.9723897576332092,0.9772043228149414,,0.9747970402240753
xho,,0.9728414416313171,0.9683664441108704,,0.9706039428710938
bam,,,,0.9704269766807556,0.9704269766807556
ibo,,0.9580796957015991,,0.9819422364234924,0.9700109660625458
luo,,,0.967269778251648,0.9701105356216431,0.9686901569366455
kin,,,,0.9686343669891357,0.9686343669891357
lug,,,0.9627522230148315,0.9715649485588074,0.9671585857868195
bbj,,0.9486437439918518,,0.9855396747589111,0.9670917093753815
zul,,0.9668848514556885,,,0.9668848514556885
yor,,0.9475229382514954,,0.9828149676322937,0.9651689529418945
