,PER,DATE,LOC,ORG,Mean
kin,0.9946142932081451,0.9913420883558739,0.9884338848433692,0.9968326274725936,0.9928057234699954
twi,0.9957548778794872,0.9916432976930822,0.9869553266136504,0.9960279272340833,0.9925953573550759
ibo,0.9953016422056851,0.9946610753673217,0.9778469571495472,0.993166022816046,0.99024392438465
luo,0.996771870081948,0.9849199753723759,0.9813389295341909,0.9949474167520151,0.9894945479351325
lug,0.9972217110636008,0.9857422547566626,0.9902208045053188,0.982614076272189,0.9889497116494428
swa,0.9971201729484018,0.9756197517927439,0.9909575562405329,0.9914515100612614,0.988787247760735
tsn,0.9945201775354646,0.9881044037742626,0.9795085585670693,0.9928846118960539,0.9887544379432126
ewe,0.9963494223243172,0.9856128003132298,0.9769959525327944,0.99568295523319,0.9886602826008828
sna,0.9921716844210542,0.9924861462875518,0.9734321545560202,0.9936897347227723,0.9879449299968496
xho,0.9933301051915912,0.9946671695769155,0.963241561274458,0.9930659756735851,0.9860762029291374
zul,0.9906472729230654,0.9867188558835664,0.9704005005779367,0.9952332161551892,0.9857499613849394
wol,0.9944938725676323,0.9877704332271735,0.9638504841784774,0.9954353726756104,0.9853875406622233
nya,0.9832063227279183,0.9846196093159254,0.975212996619077,0.9971979090487649,0.9850592094279215
mos,0.9964897906648358,0.9867267292417004,0.9562135697330566,0.99604610478643,0.9838690486065057
fon,0.9948617716994526,0.9791257020307484,0.9634245327139653,0.9938483502420778,0.982815089171561
pcm,0.9973989360211173,0.9593064493486217,0.9849486454069982,0.9876466530223761,0.9823251709497783
hau,0.995797992076601,0.9837785173213958,0.9582505704925425,0.9910040831007202,0.982207790747815
yor,0.9891168182642219,0.988451390402873,0.9529219287279669,0.9953339633357993,0.9814560251827152
bam,0.9930256885035749,0.9773590802459605,0.9671308605541153,0.9860552766826239,0.9808927264965686
bbj,0.9967784576493902,0.9807594342038322,0.9470228304554058,0.9922815045933433,0.9792105567254928
