,PER,ORG,LOC,DATE,Mean
kin,0.9879781289035913,0.9919871015501821,0.9772070930369284,0.9824604192564798,0.9849081856867954
twi,0.9895939963142855,0.9923170947181363,0.9735395352954452,0.9830447717137494,0.984623849510404
sna,0.9887373372799388,0.9904881187087045,0.9653021004500438,0.9889836126610112,0.9833777922749245
ibo,0.9870084656630426,0.9846466015299199,0.9668750205286158,0.9900316783137462,0.9821404415088312
lug,0.996512658907572,0.970776309982264,0.9770844049145768,0.9801636853416547,0.9811342647865169
luo,0.9900972071097255,0.9880960759417422,0.970263047634808,0.9754751142737113,0.9809828612399968
nya,0.9852600303108002,0.992700710997837,0.961238912233661,0.9773165229387456,0.9791290441202609
tsn,0.9889821982459671,0.9893788125996262,0.9543460171052033,0.983689153346955,0.9790990453244379
zul,0.98550301026413,0.9898994281959591,0.9624401470640379,0.9768627073895295,0.9786763232284141
ewe,0.9891717641034791,0.9898935845618739,0.9616720691653776,0.973246405345388,0.9784959557940296
xho,0.9871729252746766,0.9868143613434401,0.9536686824830859,0.9861682594085851,0.9784560571274469
wol,0.9864081339868992,0.987704816184004,0.9474113254535556,0.9804339344902315,0.9754895525286725
mos,0.9911349250384156,0.9896205354553914,0.9422192750929673,0.9708720200148047,0.9734616889003946
bam,0.9868085231761944,0.9769255874815447,0.9517098831642934,0.9740229201263018,0.9723667284870836
swa,0.990070746451951,0.9798299490306696,0.9697484296242725,0.949190689844516,0.9722099537378522
yor,0.9822158323947614,0.9890227989692363,0.9340150932375967,0.9775155208896279,0.9706923113728055
bbj,0.9886943304570972,0.982715742259111,0.9388166666484948,0.9635113196638573,0.96843451475714
fon,0.9890059228746186,0.9862600739982409,0.9397115840823446,0.9551960448490587,0.9675434064510657
pcm,0.9909537391816264,0.9761031697253661,0.9634293131963098,0.931532932675542,0.9655047886947111
hau,0.9863460011053058,0.9800874133297341,0.9428225054034017,0.9484809244685456,0.9644342110767469
