,PER,ORG,DATE,LOC,Mean
lug,0.99982953,0.99972624,0.99897337,0.9998086,0.99958444
kin,0.99971396,0.99979687,0.99910545,0.9991356,0.9994379
luo,0.9997374,0.9997724,0.99875224,0.9992965,0.9993896
twi,0.99944985,0.9997637,0.99903774,0.9991003,0.9993379
ibo,0.99959457,0.9997414,0.9992905,0.9985975,0.99930596
tsn,0.99963987,0.9994274,0.99883866,0.9988888,0.9991987
swa,0.9997025,0.99969596,0.9976264,0.9993038,0.9990822
nya,0.9992719,0.99982864,0.9986892,0.99833137,0.9990303
wol,0.9995113,0.9995756,0.99887735,0.9979134,0.9989694
xho,0.9994033,0.99906796,0.9993844,0.9979716,0.9989568
sna,0.99872464,0.99962777,0.9990253,0.99843585,0.99895334
zul,0.9991579,0.9995958,0.9986928,0.99825996,0.99892664
pcm,0.99962324,0.9996558,0.9972673,0.99897957,0.99888146
ewe,0.99931335,0.9996637,0.9980927,0.99845415,0.998881
hau,0.99950796,0.99939764,0.99874437,0.9977517,0.99885046
mos,0.99966705,0.99960315,0.9984403,0.99736387,0.99876857
bam,0.9995221,0.9990116,0.9983888,0.99802655,0.9987373
fon,0.99936754,0.999543,0.9977354,0.99821055,0.9987141
bbj,0.9995239,0.9993359,0.9983025,0.9976116,0.99869347
yor,0.9988414,0.99918735,0.9988747,0.99776393,0.9986668
