,LOC,DATE,PER,ORG,Mean
lug,0.97509223,0.9201807,0.979649,0.9668874,0.9604524
kin,0.95040977,0.9227629,0.9535513,0.9504038,0.94428194
nya,0.91007936,0.8914024,0.94603956,0.9334782,0.9202499
sna,0.9178415,0.9205489,0.8992818,0.9245886,0.9155652
xho,0.9151088,0.93456405,0.8765337,0.93165666,0.9144658
luo,0.9121868,0.8740395,0.94456357,0.9198177,0.9126519
zul,0.9086904,0.85862345,0.91627854,0.9119824,0.8988937
tsn,0.85496116,0.8705406,0.92313707,0.9195181,0.8920392
wol,0.86968994,0.84607065,0.91107255,0.90123034,0.8820159
hau,0.8564762,0.8779728,0.8928343,0.8701684,0.8743629
ibo,0.87181115,0.8604264,0.8865987,0.85674167,0.8688945
twi,0.84679043,0.8168125,0.9310953,0.8777315,0.86810744
bam,0.8590082,0.85553086,0.89376867,0.83948225,0.86194754
swa,0.83992696,0.8240935,0.920149,0.8463205,0.8576225
mos,0.8258533,0.7947893,0.8522558,0.8559009,0.8321998
ewe,0.81558967,0.77299905,0.8687613,0.83559,0.82323503
pcm,0.791065,0.7046093,0.89135927,0.8155412,0.8006437
fon,0.7907312,0.7087012,0.83873796,0.8093299,0.78687507
yor,0.73484534,0.73604685,0.7636161,0.73709846,0.7429017
bbj,0.7054033,0.69204193,0.8055432,0.70740914,0.7275994
