,LOC,DATE,PER,ORG
bam,,,,0.997813880443573
bbj,,,,0.9985523223876953
ewe,,,0.9915907979011536,0.9987038373947144
fon,,,0.990881085395813,
hau,,,0.991300642490387,0.990362823009491
ibo,0.9980340600013733,,,0.9981610774993896
kin,,,,0.9966797828674316
lug,,,0.984738290309906,0.9973684549331665
luo,,,0.9925125241279602,0.9969573020935059
mos,,,0.9898010492324829,0.998431921005249
nya,,,,0.9983152747154236
pcm,0.9984346628189087,,0.9901278614997864,
sna,0.9987363815307617,,0.9866269826889038,
swa,,,0.9907169938087463,
tsn,0.997787356376648,,,0.9978550672531128
twi,,,0.9916548132896423,
wol,,,,0.9974792003631592
xho,0.9980531930923462,,0.991101861000061,
yor,0.9964271187782288,,,0.9981454610824585
zul,0.9979957342147827,,,
