,LOC,DATE,PER,ORG
bam,0.9119899868965149,0.9431949257850647,0.726272463798523,0.9026412963867188
bbj,0.8633153438568115,0.9171115756034851,0.7566639184951782,0.9499298334121704
ewe,0.9204566478729248,0.9183751344680786,0.7628698945045471,0.9550201296806335
fon,0.8757838010787964,0.8932971358299255,0.7593647241592407,0.9466124773025513
hau,0.8308797478675842,0.8933384418487549,0.7499662041664124,0.9355145692825317
ibo,0.889104962348938,0.9703813195228577,0.7580654621124268,0.963834285736084
kin,0.9148087501525879,0.9685716032981873,0.7315149903297424,0.9676927924156189
lug,0.9471939206123352,0.927232027053833,0.7352651357650757,0.901848316192627
luo,0.9387620687484741,0.9407116770744324,0.7752509117126465,0.9617357850074768
mos,0.8902816772460938,0.8849036693572998,0.7520067691802979,0.9523612260818481
nya,0.8944582939147949,0.9508935213088989,0.7581383585929871,0.9600462317466736
pcm,0.9254955053329468,0.8682230710983276,0.758545458316803,0.9169467091560364
sna,0.9023131728172302,0.9723168015480042,0.7533325552940369,0.9394567608833313
swa,0.946583092212677,0.8718013763427734,0.7501661777496338,0.9043930768966675
tsn,0.9156486988067627,0.971123993396759,0.7504211664199829,0.9568074345588684
twi,0.9321413040161133,0.9501153230667114,0.755728542804718,0.9688693284988403
wol,0.8610247373580933,0.961143434047699,0.7387754321098328,0.948611855506897
xho,0.8833457827568054,0.9663779139518738,0.7308534979820251,0.9453305602073669
yor,0.868084728717804,0.9318366050720215,0.7368909120559692,0.9429091215133667
zul,0.9111995697021484,0.9605145454406738,0.7380892634391785,0.9572328329086304
