,PER,ORG,DATE,LOC,Mean
lug,0.9907466735539724,0.9749149476302779,0.9705855574117362,0.9780076427037547,0.9785637053249352
kin,0.9744559034386602,0.9794210949570774,0.9735867237908812,0.9803402184064968,0.9769509851482789
twi,0.9793529725990675,0.9832060295004289,0.9593799533583567,0.9647322502681683,0.9716678014315054
luo,0.9751929953243549,0.9779994104932208,0.9640916195109969,0.9679439354075912,0.971306990184041
nya,0.980256661635393,0.9811166460585609,0.965111261281251,0.9582226521669759,0.9711768052855452
sna,0.9794893636593319,0.9801512063498031,0.9749959830387611,0.9487226678324291,0.9708398052200813
ibo,0.9715333604852522,0.9659910914840631,0.9776149885925375,0.9560955221614067,0.9678087406808149
tsn,0.9727502963113894,0.9722629989267062,0.9698689980969013,0.9310979575421113,0.961495062719277
wol,0.969370961070536,0.9693048749127832,0.9616077457238665,0.9381634548039903,0.959611759127794
hau,0.9715784543335604,0.965637750909825,0.9679774007573829,0.9331305603073623,0.9595810415770327
xho,0.9533707344022172,0.9669551081939302,0.9806643168994069,0.9349380121208463,0.9589820429041002
zul,0.9641239233179583,0.9760179606915418,0.9575834893177773,0.9368854586849045,0.9586527080030454
mos,0.9702977082783244,0.9714307285483968,0.9425133250679182,0.9397348912948508,0.9559941632973726
bam,0.9681299041958978,0.9309848243902351,0.9612935089265024,0.9515200467705274,0.9529820710707907
swa,0.9703964972972239,0.9595058142222178,0.9171226566822317,0.9469902942575513,0.9485038156148061
ewe,0.9677228792875265,0.9687502321686153,0.9174550925390994,0.9364870676542058,0.9476038179123618
pcm,0.9731030285675356,0.9626859621403691,0.8966673857275586,0.9519095612323675,0.9460914844169577
fon,0.9631356989950626,0.9457492379339644,0.9025600724746516,0.922332142306472,0.9334442879275376
yor,0.9439051554563556,0.965276333755707,0.9221861023443417,0.893915468821725,0.9313207650945323
bbj,0.967757891604714,0.9266166906342815,0.9256338172350196,0.8807360325398134,0.9251861080034571
