,PER,LOC,ORG,DATE,SWD_mean
bam,0.005471700817906822,0.006636442505168816,0.007444873782333161,0.006598653284527245,0.006537917597484011
bbj,0.005073618342521513,0.008386946527480177,0.005853300835042319,0.007063016743359185,0.0065942206121007985
ewe,0.0058577139730005,0.0073963484064734075,0.004684222235937341,0.007236981954520161,0.006293816642482852
fon,0.005823829575547279,0.007540037654507614,0.004922803198951442,0.007081036782892625,0.00634192680297474
hau,0.0066653505141403,0.007691948426327144,0.00603994106859318,0.007626607325619261,0.007005961833669971
ibo,0.005553879378567217,0.009118852430219704,0.005005627709124383,0.005701761258023907,0.006345030193983803
kin,0.0062067809808468155,0.006016357275257178,0.004518946514053823,0.0062637511357479525,0.005751458976476442
lug,0.00707255931047257,0.004959550386502087,0.0059858319514205505,0.0056308819453079195,0.005912205898425782
luo,0.006349361189222691,0.0052883828484482365,0.005547109527014982,0.005609140861906781,0.005698498606648172
mos,0.005847262745191983,0.006908503631166241,0.0049998613767456845,0.007907390235686762,0.006415754497197668
nya,0.004896823657418281,0.007879268840952136,0.004545412399693305,0.007451642022715532,0.006193286730194814
pcm,0.005404292906405317,0.005700263733615429,0.005982871946798696,0.009865800182069506,0.006738307192222237
sna,0.005939899446275376,0.008345052407548792,0.006571837820501969,0.005835288157413743,0.00667301945793497
swa,0.005223829292390292,0.005029777310483041,0.006850444356587104,0.010087324881624227,0.006797843960271166
tsn,0.005189301145946956,0.005946415502876334,0.00605439048149492,0.005866757287549262,0.005764216104466868
twi,0.005284602183564857,0.004951621242071269,0.004190765511339123,0.006385319671608158,0.005203077152145852
wol,0.00529315470612346,0.008384421522350749,0.005142577038895979,0.006638519961597922,0.006364668307242027
xho,0.007134967305773898,0.008585430671246286,0.006584405285138928,0.006136433495612437,0.007110309189442887
yor,0.0069234418970154366,0.008451659273305268,0.006248080301247683,0.006612768862851226,0.007058987583604903
zul,0.005686462493486033,0.006986399266679655,0.005634415222630196,0.00639110782822172,0.006174596202754401
