,PER,LOC,DATE,ORG,Mean
lug,0.9338851917054246,0.9075440137496259,0.904666671919094,0.8243020401484461,0.8925994793806477
kin,0.8588630015639159,0.899574160107826,0.8712845467010649,0.848215980919329,0.869484422323034
nya,0.911368124438545,0.8703170999190537,0.8225152016846106,0.8631254510660216,0.8668314692770577
sna,0.8616307230344389,0.8099205163864029,0.8864355615241418,0.8421676798210888,0.8500386201915181
luo,0.843458360174192,0.8856291164792209,0.8381816907326335,0.8124131086621587,0.8449205690120513
twi,0.8610180399686131,0.8488209058816627,0.807339920049048,0.8562750304255181,0.8433634740812105
zul,0.8121098429369562,0.8056723067522431,0.8756918379306904,0.8433585120519049,0.8342081249179487
hau,0.8660802464858655,0.7836001071930271,0.843821592941192,0.8429066130008381,0.8341021399052306
ibo,0.8477739884589963,0.8231971234502771,0.8749328746718991,0.7221426126403453,0.8170116498053794
tsn,0.8188689803102555,0.7263534845661567,0.8562478119425014,0.8228401703253474,0.8060776117860652
swa,0.8607684105870473,0.8215961294972788,0.7235006850493358,0.80645799033427,0.803080803866983
xho,0.720013956519709,0.7780166153083037,0.8962083689899527,0.8061098004495585,0.8000871853168809
bam,0.8278096740067868,0.8303168500917081,0.8190778826668426,0.721022139813683,0.7995566366447551
wol,0.8203338352528523,0.7454954218740513,0.7872430982275119,0.8120528879276886,0.7912813108205261
mos,0.8104706997623135,0.7645076697795763,0.7163122124234452,0.7500129346649429,0.7603258791575696
ewe,0.7977037977050804,0.7505611440820532,0.6850504361139229,0.781208751501208,0.7536310323505662
fon,0.7715982707538649,0.7332680708571608,0.6504169142589284,0.738596159582056,0.7234698538630027
pcm,0.8429127531709858,0.723154264252338,0.5928655044809525,0.7027848086580929,0.7154293326405923
bbj,0.7677063313697702,0.6348066838927432,0.6521757566197509,0.7011785192894169,0.6889668227929203
yor,0.6732809367325128,0.6167798345633333,0.6902651515003054,0.6974634274022775,0.6694473375496073
