,PER,LOC,DATE,ORG,Mean
twi,0.9925203202781326,0.9988957959163633,0.9993197289787236,0.9996345318517079,0.9975925942562318
luo,0.9926751755273241,0.9990816815162009,0.9988562363876057,0.9993606930855347,0.9974934466291664
sna,0.99209369805966,0.9987534723775595,0.9993132757490139,0.9993171080216492,0.9973693885519705
xho,0.9923072103823619,0.9982954138885638,0.9995856324237765,0.9992391389798276,0.9973568489186324
ibo,0.991487270855246,0.9987056821790712,0.9996446345729498,0.9993902840811534,0.997306967922105
ewe,0.9928486392462064,0.9987671898987529,0.99816221586952,0.9993571331378713,0.9972837945380877
tsn,0.9923320223641684,0.9986052030455509,0.9989142046734583,0.9989886586647133,0.9972100221869727
swa,0.9918437012217727,0.9992650419445213,0.998237355545081,0.9993258093603841,0.9971679770179398
yor,0.9925721736091063,0.9974569029079947,0.9992121403640086,0.9993458036473348,0.997146755132111
fon,0.9928657956912718,0.9977966223526593,0.9984645837076105,0.9991263547955241,0.9970633391367664
hau,0.9922093808843315,0.997792236417504,0.9989004216216791,0.9993388264823547,0.9970602163514674
kin,0.9904863934629143,0.999219939292714,0.9991704321522815,0.9993091685815763,0.9970464833723716
wol,0.9920091866447645,0.9982321288569977,0.9987946053525673,0.9991480456289059,0.9970459916208089
mos,0.9918128827222767,0.997770421298637,0.9990536022103292,0.9993958106880588,0.9970081792298254
zul,0.9910688557233163,0.9986129410225157,0.9990216989514893,0.9992474593076203,0.9969877387512355
lug,0.9907375758421928,0.9992535905101955,0.999002957155978,0.9988731445172154,0.9969668170063954
pcm,0.9920519339376702,0.9986421822679695,0.997789642371031,0.9992414596826743,0.9969313045648363
bbj,0.9924374775323156,0.9974266824148625,0.9985988612634679,0.9990520670130759,0.9968787720559305
nya,0.9898884787013204,0.9987570657927255,0.9990738223192643,0.9996166408746989,0.9968340019220023
bam,0.9914596797384521,0.9983205306710019,0.998625030884222,0.9987692024793411,0.9967936109432542
