,LOC,PER,ORG,DATE,Mean
twi,0.9497030973434448,0.9781589508056641,0.9682869911193848,,0.9653830130894979
lug,0.9571654796600342,0.9380640983581543,0.9472358822822571,,0.9474884867668152
ewe,0.945093035697937,0.9493368864059448,0.9457316398620605,,0.9467205206553141
swa,0.9484918713569641,0.9658058285713196,0.9224982857704163,,0.9455986618995667
kin,0.9193305969238281,0.9615286588668823,0.9546384811401367,,0.9451659123102824
tsn,0.9133061766624451,0.9638254046440125,0.9515244960784912,,0.9428853591283163
nya,0.8845418691635132,0.9833391904830933,0.9561623334884644,,0.9413477977116903
pcm,0.9415647387504578,0.9771623015403748,0.904236912727356,,0.9409879843393961
luo,0.952335000038147,0.9587177634239197,0.9046140909194946,,0.9385556181271871
ibo,0.8676086068153381,0.975730836391449,0.9572277069091797,,0.9335223833719889
wol,0.8726688623428345,0.969414472579956,0.9524640440940857,,0.9315157930056254
fon,0.8797709941864014,0.94459468126297,0.9549010396003723,,0.9264222383499146
hau,0.8622919321060181,0.9710095524787903,0.9427692294120789,,0.925356904665629
bam,0.9253218173980713,0.9718555212020874,0.875709056854248,,0.9242954651514689
mos,0.8696824312210083,0.9553096294403076,0.9448460340499878,,0.9232793649037679
sna,0.8630555272102356,0.9618306159973145,0.9276186227798462,,0.9175015886624655
zul,0.8616679906845093,0.9270634055137634,0.9438837766647339,,0.9108717242876688
bbj,0.7976123690605164,0.9683331251144409,0.9374820590019226,,0.9011425177256266
xho,0.8384251594543457,0.8916984796524048,0.9320032596588135,,0.8873756329218546
yor,0.693756639957428,0.9234582185745239,0.9360266327857971,,0.8510804971059164
