,LOC,DATE,PER,ORG
bam,0.9999988675117493,0.9999992847442627,0.9999997019767761,0.9999994039535522
bbj,0.999998152256012,0.999998927116394,0.9999998211860657,0.9999998211860657
ewe,0.9999995231628418,0.9999988675117493,0.9999996423721313,0.9999997019767761
fon,0.9999980330467224,0.9999991655349731,0.9999989867210388,0.999999463558197
hau,0.9999973773956299,0.9999979138374329,0.9999993443489075,0.9999994039535522
ibo,0.9999986886978149,0.9999995231628418,0.9999998211860657,0.9999998211860657
kin,0.9999998807907104,0.9999991059303284,0.999999463558197,0.9999997615814209
lug,0.9999997615814209,0.9999974966049194,0.9999998807907104,0.9999988079071045
luo,0.9999995231628418,0.9999995231628418,0.9999997615814209,0.9999993443489075
mos,0.9999991059303284,0.9999977946281433,0.9999992847442627,0.9999996423721313
nya,0.9999989867210388,0.9999980330467224,0.9999993443489075,0.9999994039535522
pcm,0.9999988079071045,0.9999961256980896,0.9999997615814209,0.9999993443489075
sna,0.9999984502792358,0.9999987483024597,0.9999997615814209,0.9999992251396179
swa,0.9999997019767761,0.999997615814209,0.9999995231628418,0.9999990463256836
tsn,0.9999994039535522,0.9999992251396179,0.9999996423721313,0.9999989867210388
twi,0.9999997615814209,0.9999994039535522,0.9999997615814209,0.9999995827674866
wol,0.9999984502792358,0.9999987483024597,0.9999996423721313,0.9999993443489075
xho,0.9999985694885254,0.9999995231628418,0.9999996423721313,0.9999991059303284
yor,0.9999979138374329,0.9999991655349731,0.9999994039535522,0.9999996423721313
zul,0.9999993443489075,0.9999992847442627,0.9999995231628418,0.9999994039535522
