,PER,ORG,LOC,DATE
bam,0.9393398761749268,0.8480291962623596,0.903666615486145,
bbj,0.9285988807678223,0.8984150886535645,0.7670329213142395,
ewe,0.9122893810272217,0.9276058077812195,0.8858107924461365,
fon,0.9087591171264648,0.9201368093490601,0.8614809513092041,
hau,0.9483006596565247,0.9500392079353333,0.8709399700164795,
ibo,0.9398115873336792,0.9392791390419006,0.8842605352401733,
kin,0.95442795753479,0.9580588340759277,0.944548487663269,
lug,0.9257800579071045,0.9476633667945862,0.93464195728302,
luo,0.9238921403884888,0.9364704489707947,0.9309831857681274,
mos,0.9291749000549316,0.9305655360221863,0.8855282068252563,
nya,0.9505764842033386,0.958040177822113,0.8721237778663635,
pcm,0.9358890056610107,0.8857986927032471,0.9072582721710205,
sna,0.937774658203125,0.9375463724136353,0.8569470643997192,
swa,0.8887346386909485,0.8872406482696533,0.8990121483802795,
tsn,0.9337038993835449,0.9261844158172607,0.8914400339126587,
twi,0.9470974802970886,0.9615890383720398,0.9377577304840088,
wol,0.9380937218666077,0.9263225793838501,0.8729034662246704,
xho,0.8561282157897949,0.9239248037338257,0.8390002846717834,
yor,0.8692344427108765,0.90216463804245,0.7879469990730286,
zul,0.8998641967773438,0.943910539150238,0.8769213557243347,
