,PER,ORG,LOC,DATE
bam,0.9702330827713013,0.8828185796737671,0.9414341449737549,
bbj,0.9593605995178223,0.9446627497673035,0.8737415075302124,
ewe,0.9593156576156616,0.9587516784667969,0.9205161929130554,
fon,0.9551599025726318,0.9557765126228333,0.9340314269065857,
hau,0.9738273024559021,0.9731673002243042,0.9333122372627258,
ibo,0.9719531536102295,0.9711296558380127,0.938897967338562,
kin,0.9758044481277466,0.9741144776344299,0.9467924237251282,
lug,0.9629822969436646,0.9729083776473999,0.9466739892959595,
luo,0.969927966594696,0.9473023414611816,0.9530680775642395,
mos,0.9652983546257019,0.9578968286514282,0.9337579607963562,
nya,0.9804840683937073,0.973870575428009,0.9355226755142212,
pcm,0.9708671569824219,0.9463518857955933,0.9266331791877747,
sna,0.9664634466171265,0.9719409346580505,0.9285281300544739,
swa,0.9627912640571594,0.9483513236045837,0.9409358501434326,
tsn,0.971782922744751,0.9706850051879883,0.9320483207702637,
twi,0.9773609042167664,0.9779003262519836,0.9411949515342712,
wol,0.9704222679138184,0.9630061388015747,0.917287290096283,
xho,0.9364501237869263,0.9673839211463928,0.9180451035499573,
yor,0.9279688000679016,0.9429250359535217,0.8561354875564575,
zul,0.9635878205299377,0.9761744141578674,0.9313129186630249,
