,PER,LOC,DATE,ORG
bam,0.8085845112800598,0.8866807222366333,0.9402393102645874,0.9121772646903992
bbj,0.8277615904808044,0.7836618423461914,0.893964946269989,0.9126507043838501
ewe,0.8271477818489075,0.900964081287384,0.8263938426971436,0.9454737305641174
fon,0.8130792379379272,0.8544425964355469,0.9011454582214355,0.9308468103408813
hau,0.8347485065460205,0.8623814582824707,0.9571077823638916,0.959980845451355
ibo,0.8239742517471313,0.8752269744873047,0.9710689783096313,0.9555831551551819
kin,0.8283857107162476,0.9502876996994019,0.9620414972305298,0.9647336602210999
lug,0.8286573886871338,0.946488618850708,0.9238994121551514,0.9487116932868958
luo,0.8319708108901978,0.9362102746963501,0.963100790977478,0.9473370313644409
mos,0.8204775452613831,0.8769938945770264,0.87676602602005,0.9427515864372253
nya,0.8407391309738159,0.9214027523994446,0.9495728611946106,0.9622284173965454
pcm,0.8111137747764587,0.9064485430717468,0.8331046104431152,0.9197136163711548
sna,0.8275380730628967,0.8860781192779541,0.9691169261932373,0.9591186046600342
swa,0.8061779737472534,0.93510901927948,0.9172070622444153,0.9290667772293091
tsn,0.8284886479377747,0.8901292085647583,0.9611939191818237,0.9383440613746643
twi,0.8205580711364746,0.9197300672531128,0.9331600069999695,0.9653799533843994
wol,0.8297958374023438,0.8745093941688538,0.9517092704772949,0.945819616317749
xho,0.8306886553764343,0.8401358723640442,0.9774562120437622,0.9471750259399414
yor,0.7868989706039429,0.7949942350387573,0.9054203629493713,0.9335761070251465
zul,0.8298853039741516,0.8905792236328125,0.9622633457183838,0.9586527347564697
