,DATE,ORG,LOC,PER,Mean
kin,,0.8671836256980896,0.8708755970001221,0.6791736483573914,0.8645798622164875
twi,,0.8758402466773987,0.8558343648910522,0.6886460185050964,0.8616843849886209
luo,,0.8459362387657166,0.8760274648666382,0.6936934590339661,0.8570610301103443
lug,,0.8331858515739441,0.8633065819740295,0.655189037322998,0.8437214391306043
ibo,,0.8264510035514832,0.8565398454666138,0.6428807377815247,0.8368403927888721
ewe,,0.8094595074653625,0.8695057034492493,0.6501832604408264,0.8350459020584822
fon,,0.839138925075531,0.8088111281394958,0.597600519657135,0.8186693741008639
swa,,0.812259316444397,0.8299606442451477,0.6574957966804504,0.8172752729151398
hau,,0.8574711680412292,0.7804416418075562,0.6259075999259949,0.8144318235572428
zul,,0.8274163603782654,0.8076483011245728,0.6533589363098145,0.813684516819194
mos,,0.8494069576263428,0.7859185338020325,0.5805081725120544,0.8121044354047626
nya,,0.814281165599823,0.7853319644927979,0.6777427792549133,0.7969456950668246
sna,,0.7780378460884094,0.8207929134368896,0.6615242958068848,0.7961835574824363
tsn,,0.8053483963012695,0.792640745639801,0.6625356674194336,0.7957963154185563
bam,,0.7176458835601807,0.8765294551849365,0.609272837638855,0.7926857592537999
pcm,,0.720003068447113,0.8576434254646301,0.6240236759185791,0.784960757009685
wol,,0.8168197870254517,0.7172142863273621,0.684085488319397,0.7650733285117894
xho,,0.788530170917511,0.7217498421669006,0.6280316114425659,0.752160903532058
bbj,,0.8060654997825623,0.680748462677002,0.6536235809326172,0.7413026827853173
yor,,0.814084529876709,0.6743459105491638,0.5535011291503906,0.739745358703658
