layer,model,rank_type,language,cosine
1,mbert,top5,kin,0.8947921772328574
1,mbert,top5,luo,0.875472451758197
1,mbert,top5,twi,0.8712804275234853
1,mbert,top5,ibo,0.8691238125791074
1,mbert,top5,nya,0.8680533208246306
1,mbert,worst5,yor,0.6778150587257125
1,mbert,worst5,bbj,0.6807261373740169
1,mbert,worst5,mos,0.7376084247912009
1,mbert,worst5,fon,0.7482473953502384
1,mbert,worst5,pcm,0.7812318916083008
2,mbert,top5,kin,0.9062007161888863
2,mbert,top5,luo,0.8910340705881594
2,mbert,top5,twi,0.8865215415403912
2,mbert,top5,ibo,0.8858095013250517
2,mbert,top5,nya,0.8803531820066958
2,mbert,worst5,yor,0.7091932936603316
2,mbert,worst5,bbj,0.713962937277446
2,mbert,worst5,mos,0.7626524863280649
2,mbert,worst5,fon,0.7729819307489971
2,mbert,worst5,ewe,0.7872409995772395
3,mbert,top5,kin,0.9406073082463322
3,mbert,top5,luo,0.928499257940007
3,mbert,top5,twi,0.9229013067217949
3,mbert,top5,nya,0.9194189632345685
3,mbert,top5,swa,0.9152472659045943
3,mbert,worst5,yor,0.8099391135018016
3,mbert,worst5,bbj,0.8132910550109983
3,mbert,worst5,mos,0.8429451332943333
3,mbert,worst5,ewe,0.8539905471438811
3,mbert,worst5,fon,0.8587477186846295
4,mbert,top5,kin,0.9537470016892501
4,mbert,top5,luo,0.9448170456986414
4,mbert,top5,twi,0.941696503969628
4,mbert,top5,nya,0.9367879211433291
4,mbert,top5,sna,0.9312280042590745
4,mbert,worst5,yor,0.8447881380091189
4,mbert,worst5,bbj,0.8474461634953817
4,mbert,worst5,ewe,0.8708364611535561
4,mbert,worst5,mos,0.8724099297536014
4,mbert,worst5,fon,0.8865744268174559
5,mbert,top5,kin,0.9661254737320848
5,mbert,top5,luo,0.9601973902209224
5,mbert,top5,twi,0.9570170210728183
5,mbert,top5,nya,0.9523948269879098
5,mbert,top5,sna,0.9477587159224382
5,mbert,worst5,yor,0.8850208087543178
5,mbert,worst5,bbj,0.8859336898708594
5,mbert,worst5,ewe,0.8962460268200851
5,mbert,worst5,mos,0.9104010652056517
5,mbert,worst5,pcm,0.9116366978079629
6,mbert,top5,kin,0.9715406968211877
6,mbert,top5,luo,0.9695786908855588
6,mbert,top5,twi,0.9674465604654447
6,mbert,top5,nya,0.95960517364537
6,mbert,top5,tsn,0.9567943144970992
6,mbert,worst5,bbj,0.900941815901929
6,mbert,worst5,yor,0.9060042947921854
6,mbert,worst5,ewe,0.9168228319310766
6,mbert,worst5,pcm,0.9243430540630511
6,mbert,worst5,mos,0.9277459401783981
7,mbert,top5,kin,0.9598976084253606
7,mbert,top5,twi,0.9564366559656899
7,mbert,top5,luo,0.9562270777431998
7,mbert,top5,nya,0.9470519553332191
7,mbert,top5,tsn,0.9438804264456582
7,mbert,worst5,bbj,0.8719521814131048
7,mbert,worst5,yor,0.8764005422279277
7,mbert,worst5,ewe,0.8960013394280681
7,mbert,worst5,pcm,0.8984804577401929
7,mbert,worst5,mos,0.9037460794286152
8,mbert,top5,twi,0.9563043536789461
8,mbert,top5,kin,0.9560867111513934
8,mbert,top5,luo,0.9526972273203331
8,mbert,top5,nya,0.9452756289734928
8,mbert,top5,tsn,0.9417829436892913
8,mbert,worst5,yor,0.8706343009715943
8,mbert,worst5,bbj,0.8707065172395682
8,mbert,worst5,pcm,0.8938595502395329
8,mbert,worst5,ewe,0.8964551882793897
8,mbert,worst5,mos,0.8966987388027622
9,mbert,top5,ibo,0.9636655309068876
9,mbert,top5,kin,0.962945436398814
9,mbert,top5,luo,0.9626184041731627
9,mbert,top5,zul,0.9600779680129424
9,mbert,top5,twi,0.9598737626563846
9,mbert,worst5,pcm,0.9090901686763513
9,mbert,worst5,bbj,0.9104010334477963
9,mbert,worst5,ewe,0.915251102973157
9,mbert,worst5,yor,0.9179784209709468
9,mbert,worst5,mos,0.9285348760174328
10,mbert,top5,luo,0.9698245900217444
10,mbert,top5,kin,0.9689900993835181
10,mbert,top5,twi,0.9680545304436237
10,mbert,top5,ibo,0.9658613917417824
10,mbert,top5,zul,0.9619924363214523
10,mbert,worst5,bbj,0.9360936156008393
10,mbert,worst5,yor,0.9365496737882495
10,mbert,worst5,bam,0.9397134406026453
10,mbert,worst5,xho,0.9407472987659276
10,mbert,worst5,pcm,0.941918934462592
11,mbert,top5,luo,0.9727839326951653
11,mbert,top5,twi,0.9701134513597935
11,mbert,top5,kin,0.9692317536100745
11,mbert,top5,ibo,0.9672787189483643
11,mbert,top5,zul,0.9603665368631482
11,mbert,worst5,bbj,0.9336714870296419
11,mbert,worst5,yor,0.9403231635224074
11,mbert,worst5,xho,0.9447521450929344
11,mbert,worst5,bam,0.945561918662861
11,mbert,worst5,pcm,0.9476122607011348
12,mbert,top5,kin,0.8645798622164875
12,mbert,top5,twi,0.8616843849886209
12,mbert,top5,luo,0.8570610301103443
12,mbert,top5,lug,0.8437214391306043
12,mbert,top5,ibo,0.8368403927888721
12,mbert,worst5,yor,0.739745358703658
12,mbert,worst5,bbj,0.7413026827853173
12,mbert,worst5,xho,0.752160903532058
12,mbert,worst5,wol,0.7650733285117894
12,mbert,worst5,pcm,0.784960757009685
