,PER,LOC,ORG,DATE,Mean
lug,0.9999992734639838,0.999997533074503,0.9999979251575948,0.99999717545086,0.9999979767867354
sna,0.9999982351205567,0.9999974971615818,0.9999975574436539,0.9999962207418296,0.9999973776169055
kin,0.9999967577573479,0.9999985389723104,0.9999972598048046,0.9999960968395096,0.9999971633434931
nya,0.999997987763388,0.999997766896341,0.9999969010712472,0.9999959661172866,0.9999971554620657
xho,0.9999966697898719,0.9999969006356513,0.9999973176905936,0.9999960288521935,0.9999967292420776
zul,0.9999980678374211,0.9999951714562185,0.9999967240391736,0.9999928088872283,0.9999956930550102
wol,0.9999972936141966,0.9999939717948975,0.999995901188645,0.9999942621397755,0.9999953571843787
mos,0.999995793569015,0.9999949853436058,0.9999957860823356,0.9999898180741372,0.9999940957672734
luo,0.9999957173872501,0.9999950965321712,0.999991240929906,0.9999928058947964,0.999993715186031
tsn,0.9999949325729262,0.9999930337488471,0.9999918602140052,0.9999940730399313,0.9999934748939274
hau,0.9999963609852048,0.9999929829899068,0.9999938394534825,0.9999884029848007,0.9999928966033488
twi,0.9999957862635874,0.9999927016642931,0.9999923101368425,0.999990095568111,0.9999927234082086
bam,0.9999955055211529,0.9999924770859266,0.9999925744659979,0.9999882269473831,0.9999921960051151
ewe,0.9999949822782785,0.9999923814245568,0.9999923236483881,0.9999870341877284,0.999991680384738
bbj,0.9999939126884633,0.9999920084280405,0.9999935487399236,0.9999852800654658,0.9999911874804732
yor,0.9999935069262127,0.9999912234763004,0.9999924911356854,0.9999875059757188,0.9999911818784795
ibo,0.9999960030168488,0.9999944961791539,0.9999817141486317,0.9999920012450487,0.9999910536474208
swa,0.999992799245098,0.9999908743710315,0.9999894276846878,0.9999840976835505,0.999989299746092
fon,0.9999914800125896,0.9999905037293467,0.9999906502052954,0.9999801628668906,0.9999881992035305
pcm,0.9999886973401857,0.9999857348425981,0.9999816263989671,0.999972020354966,0.9999820197341793
