,PER,LOC,ORG,DATE,Mean
ewe,0.999297,0.9990576,0.99945307,0.99629396,0.99852544
tsn,0.99877554,0.999504,0.99967736,0.9960066,0.9984909
hau,0.99948245,0.99915534,0.9989976,0.99602824,0.9984159
luo,0.9998746,0.9995752,0.9998253,0.9936554,0.9982326
bam,0.9988814,0.99841547,0.99893916,0.99668974,0.9982314
lug,0.9999469,0.99890745,0.9999115,0.99342245,0.9980471
wol,0.99957377,0.9988697,0.9996528,0.9934881,0.9978961
sna,0.9988401,0.99882823,0.9998758,0.9939881,0.997883
swa,0.9993935,0.998887,0.99951506,0.99313813,0.9977334
mos,0.99960625,0.9987889,0.9993995,0.99252975,0.9975811
kin,0.9999049,0.9991605,0.9998177,0.9908888,0.997443
pcm,0.99965507,0.99932724,0.99962026,0.9910362,0.9974097
yor,0.998897,0.9987094,0.9992076,0.9927649,0.99739474
nya,0.9974716,0.99930674,0.9998779,0.99255747,0.9973034
twi,0.9994091,0.99880993,0.9993992,0.99045074,0.99701726
xho,0.99391645,0.9985076,0.9954267,0.9980033,0.9964635
ibo,0.9997371,0.99829835,0.9995354,0.9875469,0.9962794
zul,0.9965815,0.98948824,0.99807435,0.99898535,0.9957823
bbj,0.9992635,0.99601287,0.9988892,0.9881335,0.9955748
fon,0.9961274,0.99746794,0.99774647,0.9906584,0.9955001
