,PER,DATE,LOC,ORG,Mean
kin,0.9900031089782715,,0.9986824989318848,0.9991616010665894,0.9987130123190582
luo,0.9912595748901367,,0.9986515641212463,0.9986865520477295,0.9984953983221203
sna,0.9920703172683716,,0.9986259341239929,0.9985643625259399,0.9984422225970775
nya,0.9910983443260193,,0.998370349407196,0.9988539218902588,0.9984360311646014
twi,0.9921629428863525,,0.9980282783508301,0.9988994002342224,0.9983161620330065
zul,0.9918113350868225,,0.9984850883483887,0.9983639717102051,0.9982695332728326
tsn,0.9916728734970093,,0.9979100823402405,0.9984641075134277,0.9980344178620726
ewe,0.9922394752502441,,0.9981708526611328,0.9981065392494202,0.9980004329700023
ibo,0.9905907511711121,,0.9979320764541626,0.998386800289154,0.9979820472653955
mos,0.9920617341995239,,0.9976652264595032,0.9985100626945496,0.9979464123025537
wol,0.991052508354187,,0.997523844242096,0.9983714818954468,0.9977860578801483
xho,0.9923120141029358,,0.9975066184997559,0.9975950717926025,0.9974280600436032
yor,0.9901614785194397,,0.9967676401138306,0.9979971051216125,0.9972131329122931
fon,0.991020143032074,,0.9969713687896729,0.9977098107337952,0.9971924542915076
lug,0.9917791485786438,,0.9982293248176575,0.996077299118042,0.9970273550134152
bam,0.9901298880577087,,0.9974601864814758,0.9964079260826111,0.9967745835892856
swa,0.99297034740448,,0.9962136745452881,0.9969216585159302,0.9964833543635905
bbj,0.990915834903717,,0.995320737361908,0.9973806738853455,0.9962233258411288
pcm,0.9919704794883728,,0.9975905418395996,0.9950257539749146,0.9962064838036895
hau,0.9922292232513428,,0.9956689476966858,0.9967746734619141,0.9961282343138009
