,PER,LOC,ORG,DATE,SWD_mean
bam,0.005929026236117352,0.007276222759173834,0.009297124034674198,,0.007500791009988461
bbj,0.00560051216825741,0.009623695965274237,0.006134849433237832,,0.007119685855589826
ewe,0.005550879270685982,0.006878875396068906,0.0046812529835733585,,0.005703669216776082
fon,0.00613537402887232,0.007511138781410409,0.005916473642173514,,0.006520995484152081
hau,0.006077937221107277,0.0074543830669426825,0.0066277340706619725,,0.006720018119570644
ibo,0.005733275693728501,0.009325974351213517,0.005490863346949482,,0.0068500377972971664
kin,0.005599719255769742,0.006016583846758294,0.005675443228028598,,0.005763915443518878
lug,0.006769053140487813,0.004765849716022785,0.0069963280279807805,,0.006177076961497126
luo,0.005490290769103012,0.005913578081162996,0.004965364934378158,,0.005456411261548055
mos,0.006440616758027318,0.007845359959901543,0.0055915961474966025,,0.006625857621808488
nya,0.005252100384495861,0.008517033029420418,0.005845987768225314,,0.006538373727380531
pcm,0.005125972240421106,0.0068670784021378495,0.006617056377308472,,0.006203369006622476
sna,0.0060857579119328875,0.008836226700168481,0.006589246992007247,,0.007170410534702872
swa,0.005931556740961241,0.005531337017146143,0.008683524906700768,,0.006715472888269384
tsn,0.005559872566209378,0.006489032517947635,0.005517144946679764,,0.005855350010278926
twi,0.0054106767797748034,0.005662708900672442,0.004133935454774473,,0.005069107045073906
wol,0.005868174602710496,0.008796910317414586,0.006778851040962763,,0.007147978653695948
xho,0.007456548781192396,0.009054141524302395,0.007149527962610591,,0.007886739422701794
yor,0.007104556078047608,0.010372444557106064,0.006486505301836587,,0.007987835312330086
zul,0.0059179335194130545,0.006577843064405897,0.005557141895678797,,0.006017639493165916
