,ORG,DATE,LOC,PER,Mean
luo,0.9907822132938479,0.9860065612048085,0.9847287726504415,0.8798069956599138,0.9603311357022529
twi,0.9912604564103131,0.9885996036894872,0.978872946241049,0.8723084415918173,0.9577603619831666
ewe,0.9894495228559804,0.9824307592822666,0.9768136905049737,0.87906355677692,0.9569393823550352
tsn,0.9877525653344165,0.9906633722052268,0.9746421357391537,0.8676635817686311,0.9551804137618569
sna,0.9865824336208273,0.9933481830832696,0.9723539463327778,0.8673197906989151,0.9549010884339474
xho,0.9868481056729874,0.9928507753799232,0.9715766737919976,0.8667692378536958,0.954511198174651
nya,0.9912505532502752,0.9843650724902018,0.9780260379749169,0.862769018978334,0.954102670673432
zul,0.988540782167975,0.986790126058918,0.9749332818802147,0.8606218441985571,0.9527215085764162
ibo,0.985246886366242,0.9941278989972749,0.9705276248381345,0.858619608412491,0.9521305046535355
lug,0.9791521235849034,0.9845418453090031,0.982429515767362,0.8592813884101939,0.9513512182678656
kin,0.9891625808549273,0.9904532947335948,0.9806861948654391,0.8417808298011364,0.9505207250637744
yor,0.9885243580514372,0.985634056242358,0.9599377937075212,0.8665090240121188,0.9501513080033588
mos,0.9865081747628882,0.9856446411789407,0.9627362020940459,0.864516113759254,0.9498512829487822
wol,0.9835884053238984,0.9863661117415605,0.9660683634144699,0.8539747187509932,0.9474993998077306
swa,0.9770231179608708,0.9596282293483381,0.9860488241192477,0.8646383973052593,0.9468346421834289
bbj,0.9822453646402222,0.9789614955195474,0.9579752530775021,0.8665375274617152,0.9464299101747466
pcm,0.9748407986991658,0.9542653985994223,0.9776250384617604,0.8747647887934428,0.9453740061384479
bam,0.9782281524907683,0.9791703831844373,0.9712905855954398,0.8443109443288445,0.9432500163998725
fon,0.9802517404464832,0.9699912203367449,0.9502545479181007,0.8704894978535431,0.942746751638718
hau,0.9843447272663833,0.9624921066212044,0.9447477556912844,0.8663288052707097,0.9394783487123954
