,PER,LOC,ORG,DATE,Mean
lug,0.99980193,0.9997419,0.9996554,0.9994027,0.99965054
kin,0.9995732,0.9995149,0.9995768,0.9991761,0.9994602
nya,0.9995758,0.999451,0.9994367,0.9990763,0.99938494
sna,0.9992138,0.9994471,0.99940777,0.99917334,0.99931055
luo,0.99938726,0.99944174,0.99930894,0.9990657,0.9993009
tsn,0.9994489,0.9988853,0.99933743,0.99906856,0.999185
wol,0.9993056,0.99927634,0.99896866,0.99889916,0.9991124
zul,0.9989785,0.999092,0.99894595,0.99862003,0.9989091
ibo,0.99900496,0.99878144,0.9986969,0.99872243,0.99880147
bam,0.99925,0.9986677,0.9984405,0.99862015,0.9987446
xho,0.99903846,0.99912584,0.9986914,0.9979679,0.9987059
twi,0.99907535,0.99857,0.998794,0.99830633,0.99868643
ewe,0.99879736,0.9985589,0.998868,0.99835205,0.99864405
pcm,0.99918497,0.9985487,0.998795,0.9975001,0.9985072
mos,0.9987166,0.99862707,0.9984802,0.9979511,0.9984437
swa,0.99914914,0.99767494,0.99822706,0.9976822,0.99818337
yor,0.9984544,0.9977682,0.9982527,0.998017,0.9981231
hau,0.99910736,0.99823236,0.99825644,0.99644744,0.9980109
bbj,0.99854004,0.99726385,0.99751663,0.99689186,0.9975531
fon,0.99819255,0.9970512,0.997788,0.99626863,0.99732506
